VF,LCD (Å),PLD (Å),SA (m2/g ),Pressure (Pa),Adsorption (cm3 STP/gr)
0.7544,13.2105,7.45311,3437.92,1,0.000118376
0.7544,13.2105,7.45311,3437.92,5000,0.491344905
0.7544,13.2105,7.45311,3437.92,50000,4.871813882
0.7544,13.2105,7.45311,3437.92,100000,9.700725838
0.7544,13.2105,7.45311,3437.92,500000,43.94222359
0.7544,13.2105,7.45311,3437.92,1000000,82.27139321
0.7544,13.2105,7.45311,3437.92,5000000,263.720282
0.7544,13.2105,7.45311,3437.92,10000000,344.0380436
0.8214,15.7507,11.0076,4915.74,1,0.00019179
0.8214,15.7507,11.0076,4915.74,5000,0.754413075
0.8214,15.7507,11.0076,4915.74,50000,7.549436619
0.8214,15.7507,11.0076,4915.74,100000,14.958343
0.8214,15.7507,11.0076,4915.74,500000,68.88169195
0.8214,15.7507,11.0076,4915.74,1000000,128.0546944
0.8214,15.7507,11.0076,4915.74,5000000,426.2639855
0.8214,15.7507,11.0076,4915.74,10000000,589.2093633
0.7352,9.08968,8.2956,3187.98,1,0.000196903
0.7352,9.08968,8.2956,3187.98,5000,0.782073074
0.7352,9.08968,8.2956,3187.98,50000,7.676954465
0.7352,9.08968,8.2956,3187.98,100000,15.05644264
0.7352,9.08968,8.2956,3187.98,500000,62.63045871
0.7352,9.08968,8.2956,3187.98,1000000,108.1539899
0.7352,9.08968,8.2956,3187.98,5000000,255.247666
0.7352,9.08968,8.2956,3187.98,10000000,311.9489867
0.6286,10.9458,5.16973,2050.73,1,0.000406761
0.6286,10.9458,5.16973,2050.73,5000,2.554850797
0.6286,10.9458,5.16973,2050.73,50000,17.37396327
0.6286,10.9458,5.16973,2050.73,100000,28.03627042
0.6286,10.9458,5.16973,2050.73,500000,81.1519265
0.6286,10.9458,5.16973,2050.73,1000000,117.300194
0.6286,10.9458,5.16973,2050.73,5000000,193.9800648
0.6286,10.9458,5.16973,2050.73,10000000,218.6625264
0.6698,12.7484,4.90662,2559.11,1,0.000528897
0.6698,12.7484,4.90662,2559.11,5000,2.446940881
0.6698,12.7484,4.90662,2559.11,50000,19.99802916
0.6698,12.7484,4.90662,2559.11,100000,34.56148957
0.6698,12.7484,4.90662,2559.11,500000,95.14924272
0.6698,12.7484,4.90662,2559.11,1000000,137.2396629
0.6698,12.7484,4.90662,2559.11,5000000,244.7934167
0.6698,12.7484,4.90662,2559.11,10000000,281.1127874
0.7308,8.49333,5.93464,2227.25,1,4.72E-05
0.7308,8.49333,5.93464,2227.25,5000,0.340033758
0.7308,8.49333,5.93464,2227.25,50000,3.391361719
0.7308,8.49333,5.93464,2227.25,100000,6.74332103
0.7308,8.49333,5.93464,2227.25,500000,30.69123646
0.7308,8.49333,5.93464,2227.25,1000000,56.69078258
0.7308,8.49333,5.93464,2227.25,5000000,155.7554526
0.7308,8.49333,5.93464,2227.25,10000000,194.8583066
0.5456,15.2698,4.36349,1234.78,1,0.000285389
0.5456,15.2698,4.36349,1234.78,5000,1.395523758
0.5456,15.2698,4.36349,1234.78,50000,10.61152449
0.5456,15.2698,4.36349,1234.78,100000,17.24117948
0.5456,15.2698,4.36349,1234.78,500000,42.36045943
0.5456,15.2698,4.36349,1234.78,1000000,58.81462866
0.5456,15.2698,4.36349,1234.78,5000000,109.8336489
0.5456,15.2698,4.36349,1234.78,10000000,129.0554327
0.8068,21.8367,11.1395,4368.3,1,0.000195577
0.8068,21.8367,11.1395,4368.3,5000,0.9401702
0.8068,21.8367,11.1395,4368.3,50000,9.209530223
0.8068,21.8367,11.1395,4368.3,100000,17.99825713
0.8068,21.8367,11.1395,4368.3,500000,75.85345876
0.8068,21.8367,11.1395,4368.3,1000000,133.747906
0.8068,21.8367,11.1395,4368.3,5000000,374.6770975
0.8068,21.8367,11.1395,4368.3,10000000,499.1862341
0.7444,13.8531,8.72821,2975.9,1,0.000215088
0.7444,13.8531,8.72821,2975.9,5000,1.158459152
0.7444,13.8531,8.72821,2975.9,50000,10.74332995
0.7444,13.8531,8.72821,2975.9,100000,20.57815457
0.7444,13.8531,8.72821,2975.9,500000,77.73534278
0.7444,13.8531,8.72821,2975.9,1000000,123.5442937
0.7444,13.8531,8.72821,2975.9,5000000,263.1967619
0.7444,13.8531,8.72821,2975.9,10000000,312.1214178
0.781,11.0402,10.0988,2482.17,1,4.03E-05
0.781,11.0402,10.0988,2482.17,5000,0.178547848
0.781,11.0402,10.0988,2482.17,50000,1.78500415
0.781,11.0402,10.0988,2482.17,100000,3.570214369
0.781,11.0402,10.0988,2482.17,500000,17.60199226
0.781,11.0402,10.0988,2482.17,1000000,34.50403067
0.781,11.0402,10.0988,2482.17,5000000,151.1406242
0.781,11.0402,10.0988,2482.17,10000000,225.802213
0.8124,15.1012,7.95608,3787.72,1,1.82E-05
0.8124,15.1012,7.95608,3787.72,5000,0.429034783
0.8124,15.1012,7.95608,3787.72,50000,4.251708695
0.8124,15.1012,7.95608,3787.72,100000,8.530411625
0.8124,15.1012,7.95608,3787.72,500000,42.24349437
0.8124,15.1012,7.95608,3787.72,1000000,80.75143349
0.8124,15.1012,7.95608,3787.72,5000000,293.2043585
0.8124,15.1012,7.95608,3787.72,10000000,390.8475484
0.5416,10.4603,3.75562,861.022,1,0.000172126
0.5416,10.4603,3.75562,861.022,5000,0.729414931
0.5416,10.4603,3.75562,861.022,50000,7.020290938
0.5416,10.4603,3.75562,861.022,100000,13.18846539
0.5416,10.4603,3.75562,861.022,500000,46.5634163
0.5416,10.4603,3.75562,861.022,1000000,64.75175299
0.5416,10.4603,3.75562,861.022,5000000,99.41479976
0.5416,10.4603,3.75562,861.022,10000000,111.8859495
0.678,12.8298,5.12034,2688.78,1,0.000497321
0.678,12.8298,5.12034,2688.78,5000,2.469595915
0.678,12.8298,5.12034,2688.78,50000,20.31654307
0.678,12.8298,5.12034,2688.78,100000,35.16736735
0.678,12.8298,5.12034,2688.78,500000,97.99646309
0.678,12.8298,5.12034,2688.78,1000000,143.0663765
0.678,12.8298,5.12034,2688.78,5000000,263.3453949
0.678,12.8298,5.12034,2688.78,10000000,303.6745138
0.727,10.0855,7.23049,2227.54,1,5.65E-05
0.727,10.0855,7.23049,2227.54,5000,0.318753249
0.727,10.0855,7.23049,2227.54,50000,3.211217136
0.727,10.0855,7.23049,2227.54,100000,6.412760579
0.727,10.0855,7.23049,2227.54,500000,30.31251405
0.727,10.0855,7.23049,2227.54,1000000,57.79667607
0.727,10.0855,7.23049,2227.54,5000000,171.7992015
0.727,10.0855,7.23049,2227.54,10000000,214.9063425
0.7162,5.15076,4.65327,2661.76,1,6.31E-05
0.7162,5.15076,4.65327,2661.76,5000,0.289258947
0.7162,5.15076,4.65327,2661.76,50000,2.872111129
0.7162,5.15076,4.65327,2661.76,100000,5.703409885
0.7162,5.15076,4.65327,2661.76,500000,26.04283988
0.7162,5.15076,4.65327,2661.76,1000000,48.2700282
0.7162,5.15076,4.65327,2661.76,5000000,127.7152787
0.7162,5.15076,4.65327,2661.76,10000000,157.2822632
0.829,16.5482,9.24625,4349.15,1,0.000158382
0.829,16.5482,9.24625,4349.15,5000,0.765860605
0.829,16.5482,9.24625,4349.15,50000,7.644600656
0.829,16.5482,9.24625,4349.15,100000,15.1226319
0.829,16.5482,9.24625,4349.15,500000,68.89402942
0.829,16.5482,9.24625,4349.15,1000000,127.9308931
0.829,16.5482,9.24625,4349.15,5000000,390.5765539
0.829,16.5482,9.24625,4349.15,10000000,516.4210242
0.6764,9.03703,6.62918,1983.18,1,0.000260869
0.6764,9.03703,6.62918,1983.18,5000,1.232620837
0.6764,9.03703,6.62918,1983.18,50000,10.07219171
0.6764,9.03703,6.62918,1983.18,100000,17.20683733
0.6764,9.03703,6.62918,1983.18,500000,53.14532781
0.6764,9.03703,6.62918,1983.18,1000000,82.21116391
0.6764,9.03703,6.62918,1983.18,5000000,167.6207898
0.6764,9.03703,6.62918,1983.18,10000000,198.2314607
0.6168,8.60977,8.56919,794.25,1,2.68E-05
0.6168,8.60977,8.56919,794.25,5000,0.099557759
0.6168,8.60977,8.56919,794.25,50000,0.991129409
0.6168,8.60977,8.56919,794.25,100000,1.98256041
0.6168,8.60977,8.56919,794.25,500000,9.579440548
0.6168,8.60977,8.56919,794.25,1000000,17.95008121
0.6168,8.60977,8.56919,794.25,5000000,51.86858879
0.6168,8.60977,8.56919,794.25,10000000,65.13610837
0.7778,18.3193,17.5552,1454.47,1,6.53E-05
0.7778,18.3193,17.5552,1454.47,5000,0.302438778
0.7778,18.3193,17.5552,1454.47,50000,2.97467543
0.7778,18.3193,17.5552,1454.47,100000,5.771614726
0.7778,18.3193,17.5552,1454.47,500000,24.40487063
0.7778,18.3193,17.5552,1454.47,1000000,42.41705087
0.7778,18.3193,17.5552,1454.47,5000000,121.6110974
0.7778,18.3193,17.5552,1454.47,10000000,171.3547612
0.6982,12.8102,4.05785,2768.51,1,0.000336655
0.6982,12.8102,4.05785,2768.51,5000,1.760580381
0.6982,12.8102,4.05785,2768.51,50000,15.32465043
0.6982,12.8102,4.05785,2768.51,100000,26.98636679
0.6982,12.8102,4.05785,2768.51,500000,92.8452236
0.6982,12.8102,4.05785,2768.51,1000000,143.2117697
0.6982,12.8102,4.05785,2768.51,5000000,262.3882144
0.6982,12.8102,4.05785,2768.51,10000000,299.3148786
0.5416,6.97561,3.5531,462.093,1,8.82E-06
0.5416,6.97561,3.5531,462.093,5000,0.070695355
0.5416,6.97561,3.5531,462.093,50000,0.703849305
0.5416,6.97561,3.5531,462.093,100000,1.395449387
0.5416,6.97561,3.5531,462.093,500000,6.22048452
0.5416,6.97561,3.5531,462.093,1000000,11.41029292
0.5416,6.97561,3.5531,462.093,5000000,30.72649367
0.5416,6.97561,3.5531,462.093,10000000,38.72443487
0.8154,18.4832,9.41931,3650.16,1,0.000127855
0.8154,18.4832,9.41931,3650.16,5000,0.673533214
0.8154,18.4832,9.41931,3650.16,50000,6.514203364
0.8154,18.4832,9.41931,3650.16,100000,12.59143059
0.8154,18.4832,9.41931,3650.16,500000,50.85974581
0.8154,18.4832,9.41931,3650.16,1000000,90.50656487
0.8154,18.4832,9.41931,3650.16,5000000,286.1883834
0.8154,18.4832,9.41931,3650.16,10000000,395.5704943
0.6752,11.6463,2.646,1685.21,1,0.000165585
0.6752,11.6463,2.646,1685.21,5000,0.81209187
0.6752,11.6463,2.646,1685.21,50000,7.995950379
0.6752,11.6463,2.646,1685.21,100000,15.39690741
0.6752,11.6463,2.646,1685.21,500000,69.62599896
0.6752,11.6463,2.646,1685.21,1000000,113.226426
0.6752,11.6463,2.646,1685.21,5000000,209.0905726
0.6752,11.6463,2.646,1685.21,10000000,239.1216818
0.8042,9.16234,8.82724,4060.77,1,2.07E-05
0.8042,9.16234,8.82724,4060.77,5000,0.207260385
0.8042,9.16234,8.82724,4060.77,50000,2.08650721
0.8042,9.16234,8.82724,4060.77,100000,4.160023103
0.8042,9.16234,8.82724,4060.77,500000,20.88577192
0.8042,9.16234,8.82724,4060.77,1000000,41.10922311
0.8042,9.16234,8.82724,4060.77,5000000,189.8658134
0.8042,9.16234,8.82724,4060.77,10000000,300.8723808
0.7292,11.5066,8.6404,3302.41,1,0.000628568
0.7292,11.5066,8.6404,3302.41,5000,3.190997237
0.7292,11.5066,8.6404,3302.41,50000,19.51816389
0.7292,11.5066,8.6404,3302.41,100000,30.89212267
0.7292,11.5066,8.6404,3302.41,500000,89.49627096
0.7292,11.5066,8.6404,3302.41,1000000,139.0976964
0.7292,11.5066,8.6404,3302.41,5000000,307.6252366
0.7292,11.5066,8.6404,3302.41,10000000,369.5792617
0.6928,14.6986,14.4045,1442.72,1,0.000469418
0.6928,14.6986,14.4045,1442.72,5000,2.84270427
0.6928,14.6986,14.4045,1442.72,50000,19.3551169
0.6928,14.6986,14.4045,1442.72,100000,30.48186809
0.6928,14.6986,14.4045,1442.72,500000,74.29245379
0.6928,14.6986,14.4045,1442.72,1000000,105.0635655
0.6928,14.6986,14.4045,1442.72,5000000,185.1830804
0.6928,14.6986,14.4045,1442.72,10000000,214.3189809
0.6736,14.2525,13.9267,1369.28,1,0.000736292
0.6736,14.2525,13.9267,1369.28,5000,3.494670269
0.6736,14.2525,13.9267,1369.28,50000,22.20402445
0.6736,14.2525,13.9267,1369.28,100000,34.08391712
0.6736,14.2525,13.9267,1369.28,500000,81.87767603
0.6736,14.2525,13.9267,1369.28,1000000,114.796246
0.6736,14.2525,13.9267,1369.28,5000000,193.3178548
0.6736,14.2525,13.9267,1369.28,10000000,220.1219893
0.6146,6.03462,5.83771,1953.42,1,0.000967425
0.6146,6.03462,5.83771,1953.42,5000,4.235423767
0.6146,6.03462,5.83771,1953.42,50000,24.77997569
0.6146,6.03462,5.83771,1953.42,100000,35.51564679
0.6146,6.03462,5.83771,1953.42,500000,72.04597517
0.6146,6.03462,5.83771,1953.42,1000000,96.90388852
0.6146,6.03462,5.83771,1953.42,5000000,158.8792951
0.6146,6.03462,5.83771,1953.42,10000000,179.7845715
0.5884,10.4291,4.04603,926.981,1,8.28E-05
0.5884,10.4291,4.04603,926.981,5000,0.452954342
0.5884,10.4291,4.04603,926.981,50000,4.341138677
0.5884,10.4291,4.04603,926.981,100000,8.283808637
0.5884,10.4291,4.04603,926.981,500000,30.04279853
0.5884,10.4291,4.04603,926.981,1000000,45.87528447
0.5884,10.4291,4.04603,926.981,5000000,80.99719388
0.5884,10.4291,4.04603,926.981,10000000,92.20613742
0.6388,11.6655,8.26406,1476.44,1,0.000120818
0.6388,11.6655,8.26406,1476.44,5000,0.853130486
0.6388,11.6655,8.26406,1476.44,50000,8.104433092
0.6388,11.6655,8.26406,1476.44,100000,15.16023414
0.6388,11.6655,8.26406,1476.44,500000,52.36317616
0.6388,11.6655,8.26406,1476.44,1000000,81.39703216
0.6388,11.6655,8.26406,1476.44,5000000,163.3117
0.6388,11.6655,8.26406,1476.44,10000000,190.913449
0.628,13.1592,12.3614,1209.47,1,6.62E-05
0.628,13.1592,12.3614,1209.47,5000,0.392158439
0.628,13.1592,12.3614,1209.47,50000,3.815282178
0.628,13.1592,12.3614,1209.47,100000,7.357566408
0.628,13.1592,12.3614,1209.47,500000,29.51942926
0.628,13.1592,12.3614,1209.47,1000000,49.85707628
0.628,13.1592,12.3614,1209.47,5000000,123.5370836
0.628,13.1592,12.3614,1209.47,10000000,156.3545495
0.3992,4.15152,3.42748,397.99,1,0.000269517
0.3992,4.15152,3.42748,397.99,5000,1.436364695
0.3992,4.15152,3.42748,397.99,50000,13.40457949
0.3992,4.15152,3.42748,397.99,100000,24.75921964
0.3992,4.15152,3.42748,397.99,500000,70.47507778
0.3992,4.15152,3.42748,397.99,1000000,85.68661906
0.3992,4.15152,3.42748,397.99,5000000,100.0187611
0.3992,4.15152,3.42748,397.99,10000000,102.2313422
0.7178,8.36527,6.6245,1282.4,1,8.51E-06
0.7178,8.36527,6.6245,1282.4,5000,0.089540544
0.7178,8.36527,6.6245,1282.4,50000,0.882899511
0.7178,8.36527,6.6245,1282.4,100000,1.764636569
0.7178,8.36527,6.6245,1282.4,500000,8.59565553
0.7178,8.36527,6.6245,1282.4,1000000,16.27812773
0.7178,8.36527,6.6245,1282.4,5000000,58.701611
0.7178,8.36527,6.6245,1282.4,10000000,80.72369465
0.67,13.2962,4.97277,1639.9,1,0.000179666
0.67,13.2962,4.97277,1639.9,5000,0.612651848
0.67,13.2962,4.97277,1639.9,50000,5.940924541
0.67,13.2962,4.97277,1639.9,100000,11.55091035
0.67,13.2962,4.97277,1639.9,500000,45.83651788
0.67,13.2962,4.97277,1639.9,1000000,75.17768524
0.67,13.2962,4.97277,1639.9,5000000,156.3311746
0.67,13.2962,4.97277,1639.9,10000000,184.5637772
0.6186,9.52684,4.31294,684.433,1,3.70E-05
0.6186,9.52684,4.31294,684.433,5000,0.132976697
0.6186,9.52684,4.31294,684.433,50000,1.296023971
0.6186,9.52684,4.31294,684.433,100000,2.519822949
0.6186,9.52684,4.31294,684.433,500000,10.55051174
0.6186,9.52684,4.31294,684.433,1000000,17.42569079
0.6186,9.52684,4.31294,684.433,5000000,42.37686107
0.6186,9.52684,4.31294,684.433,10000000,52.75293743
0.6098,9.53742,5.44759,1155.58,1,9.17E-05
0.6098,9.53742,5.44759,1155.58,5000,0.57803185
0.6098,9.53742,5.44759,1155.58,50000,5.691341832
0.6098,9.53742,5.44759,1155.58,100000,11.20938726
0.6098,9.53742,5.44759,1155.58,500000,44.68480983
0.6098,9.53742,5.44759,1155.58,1000000,68.28472925
0.6098,9.53742,5.44759,1155.58,5000000,110.845441
0.6098,9.53742,5.44759,1155.58,10000000,123.519467
0.5826,10.635,10.4191,645.516,1,0.000177974
0.5826,10.635,10.4191,645.516,5000,0.805649729
0.5826,10.635,10.4191,645.516,50000,7.668282217
0.5826,10.635,10.4191,645.516,100000,14.19626453
0.5826,10.635,10.4191,645.516,500000,47.61069806
0.5826,10.635,10.4191,645.516,1000000,67.09396142
0.5826,10.635,10.4191,645.516,5000000,108.9215607
0.5826,10.635,10.4191,645.516,10000000,122.7515511
0.775,12.5,9.04853,3340.18,1,0.000210061
0.775,12.5,9.04853,3340.18,5000,0.938404317
0.775,12.5,9.04853,3340.18,50000,9.21816378
0.775,12.5,9.04853,3340.18,100000,18.26862164
0.775,12.5,9.04853,3340.18,500000,79.18055854
0.775,12.5,9.04853,3340.18,1000000,139.9312124
0.775,12.5,9.04853,3340.18,5000000,332.3659718
0.775,12.5,9.04853,3340.18,10000000,395.7454225
0.7294,9.46149,6.72598,1899.4,1,2.75E-05
0.7294,9.46149,6.72598,1899.4,5000,0.115071535
0.7294,9.46149,6.72598,1899.4,50000,1.159905597
0.7294,9.46149,6.72598,1899.4,100000,2.310958221
0.7294,9.46149,6.72598,1899.4,500000,11.37723096
0.7294,9.46149,6.72598,1899.4,1000000,22.16315107
0.7294,9.46149,6.72598,1899.4,5000000,85.84512714
0.7294,9.46149,6.72598,1899.4,10000000,125.1779757
0.6074,13.7392,3.23464,1428.84,1,0.000703875
0.6074,13.7392,3.23464,1428.84,5000,3.655975886
0.6074,13.7392,3.23464,1428.84,50000,25.04489415
0.6074,13.7392,3.23464,1428.84,100000,39.04478744
0.6074,13.7392,3.23464,1428.84,500000,85.44913593
0.6074,13.7392,3.23464,1428.84,1000000,111.1311631
0.6074,13.7392,3.23464,1428.84,5000000,163.6961715
0.6074,13.7392,3.23464,1428.84,10000000,180.7523265
0.8328,21.8234,9.06966,4647.28,1,0.000109057
0.8328,21.8234,9.06966,4647.28,5000,0.727950642
0.8328,21.8234,9.06966,4647.28,50000,7.13606991
0.8328,21.8234,9.06966,4647.28,100000,13.94901611
0.8328,21.8234,9.06966,4647.28,500000,60.02553105
0.8328,21.8234,9.06966,4647.28,1000000,109.3396729
0.8328,21.8234,9.06966,4647.28,5000000,377.9243902
0.8328,21.8234,9.06966,4647.28,10000000,535.8506679
0.6158,15.2577,2.90995,1261.79,1,0.000599813
0.6158,15.2577,2.90995,1261.79,5000,2.997049196
0.6158,15.2577,2.90995,1261.79,50000,18.51200133
0.6158,15.2577,2.90995,1261.79,100000,26.76099823
0.6158,15.2577,2.90995,1261.79,500000,49.80552078
0.6158,15.2577,2.90995,1261.79,1000000,64.33750407
0.6158,15.2577,2.90995,1261.79,5000000,112.9704114
0.6158,15.2577,2.90995,1261.79,10000000,133.6128586
0.5064,4.18455,3.46938,917.014,1,0.000232195
0.5064,4.18455,3.46938,917.014,5000,1.076081331
0.5064,4.18455,3.46938,917.014,50000,10.34493103
0.5064,4.18455,3.46938,917.014,100000,19.23592375
0.5064,4.18455,3.46938,917.014,500000,63.94376469
0.5064,4.18455,3.46938,917.014,1000000,85.37799297
0.5064,4.18455,3.46938,917.014,5000000,111.9481051
0.5064,4.18455,3.46938,917.014,10000000,117.6926219
0.7756,19.7171,10.8356,2683.42,1,0.000151928
0.7756,19.7171,10.8356,2683.42,5000,0.547990163
0.7756,19.7171,10.8356,2683.42,50000,5.38651257
0.7756,19.7171,10.8356,2683.42,100000,10.52709806
0.7756,19.7171,10.8356,2683.42,500000,45.20050711
0.7756,19.7171,10.8356,2683.42,1000000,82.45021379
0.7756,19.7171,10.8356,2683.42,5000000,252.606241
0.7756,19.7171,10.8356,2683.42,10000000,339.8458013
0.6876,15.2363,7.95854,1219.76,1,0.000121887
0.6876,15.2363,7.95854,1219.76,5000,0.627458033
0.6876,15.2363,7.95854,1219.76,50000,5.882920391
0.6876,15.2363,7.95854,1219.76,100000,10.73961747
0.6876,15.2363,7.95854,1219.76,500000,34.60844015
0.6876,15.2363,7.95854,1219.76,1000000,52.81633849
0.6876,15.2363,7.95854,1219.76,5000000,120.6368984
0.6876,15.2363,7.95854,1219.76,10000000,148.3873039
0.6586,15.5955,7.18908,1549.06,1,0.000136268
0.6586,15.5955,7.18908,1549.06,5000,0.624329427
0.6586,15.5955,7.18908,1549.06,50000,6.012783068
0.6586,15.5955,7.18908,1549.06,100000,11.32172662
0.6586,15.5955,7.18908,1549.06,500000,40.80278486
0.6586,15.5955,7.18908,1549.06,1000000,65.17171205
0.6586,15.5955,7.18908,1549.06,5000000,159.3961893
0.6586,15.5955,7.18908,1549.06,10000000,200.4721791
0.734,10.9131,6.61562,2997.95,1,0.000164927
0.734,10.9131,6.61562,2997.95,5000,0.856897734
0.734,10.9131,6.61562,2997.95,50000,8.437559268
0.734,10.9131,6.61562,2997.95,100000,16.42015124
0.734,10.9131,6.61562,2997.95,500000,68.82853981
0.734,10.9131,6.61562,2997.95,1000000,118.6471539
0.734,10.9131,6.61562,2997.95,5000000,259.9503318
0.734,10.9131,6.61562,2997.95,10000000,305.8560618
0.6376,10.5433,3.57347,1793.12,1,0.000124886
0.6376,10.5433,3.57347,1793.12,5000,0.753763177
0.6376,10.5433,3.57347,1793.12,50000,7.386556664
0.6376,10.5433,3.57347,1793.12,100000,14.50429787
0.6376,10.5433,3.57347,1793.12,500000,60.50728684
0.6376,10.5433,3.57347,1793.12,1000000,98.67843056
0.6376,10.5433,3.57347,1793.12,5000000,188.4452619
0.6376,10.5433,3.57347,1793.12,10000000,217.9344116
0.7,7.33692,7.13556,2853.11,1,0.000179733
0.7,7.33692,7.13556,2853.11,5000,0.695053989
0.7,7.33692,7.13556,2853.11,50000,6.839992903
0.7,7.33692,7.13556,2853.11,100000,13.54102608
0.7,7.33692,7.13556,2853.11,500000,58.33063926
0.7,7.33692,7.13556,2853.11,1000000,100.9162668
0.7,7.33692,7.13556,2853.11,5000000,220.353571
0.7,7.33692,7.13556,2853.11,10000000,263.1723457
0.7144,10.8106,10.124,2944.96,1,0.000142118
0.7144,10.8106,10.124,2944.96,5000,0.728763395
0.7144,10.8106,10.124,2944.96,50000,7.173181264
0.7144,10.8106,10.124,2944.96,100000,14.10405137
0.7144,10.8106,10.124,2944.96,500000,61.85430638
0.7144,10.8106,10.124,2944.96,1000000,108.4694914
0.7144,10.8106,10.124,2944.96,5000000,253.6398989
0.7144,10.8106,10.124,2944.96,10000000,306.2834731
0.6934,12.2945,11.9581,2156.89,1,0.000356733
0.6934,12.2945,11.9581,2156.89,5000,1.628487713
0.6934,12.2945,11.9581,2156.89,50000,14.02280319
0.6934,12.2945,11.9581,2156.89,100000,24.49503169
0.6934,12.2945,11.9581,2156.89,500000,66.08810311
0.6934,12.2945,11.9581,2156.89,1000000,95.24154392
0.6934,12.2945,11.9581,2156.89,5000000,202.8267761
0.6934,12.2945,11.9581,2156.89,10000000,250.6431926
0.627,7.68803,7.36383,1947.06,1,0.000184473
0.627,7.68803,7.36383,1947.06,5000,1.452190506
0.627,7.68803,7.36383,1947.06,50000,12.97358443
0.627,7.68803,7.36383,1947.06,100000,23.73705999
0.627,7.68803,7.36383,1947.06,500000,73.79796268
0.627,7.68803,7.36383,1947.06,1000000,107.7193726
0.627,7.68803,7.36383,1947.06,5000000,177.8286294
0.627,7.68803,7.36383,1947.06,10000000,197.0866371
0.7162,12.4205,9.37645,3020.84,1,0.0003382
0.7162,12.4205,9.37645,3020.84,5000,1.686406283
0.7162,12.4205,9.37645,3020.84,50000,15.40446746
0.7162,12.4205,9.37645,3020.84,100000,27.92701
0.7162,12.4205,9.37645,3020.84,500000,90.14248977
0.7162,12.4205,9.37645,3020.84,1000000,133.8541316
0.7162,12.4205,9.37645,3020.84,5000000,258.5540471
0.7162,12.4205,9.37645,3020.84,10000000,304.7280897
0.6828,10.7777,6.68804,1334.39,1,9.75E-05
0.6828,10.7777,6.68804,1334.39,5000,0.462044181
0.6828,10.7777,6.68804,1334.39,50000,4.311297376
0.6828,10.7777,6.68804,1334.39,100000,8.146561965
0.6828,10.7777,6.68804,1334.39,500000,31.57082008
0.6828,10.7777,6.68804,1334.39,1000000,54.20753591
0.6828,10.7777,6.68804,1334.39,5000000,128.7128046
0.6828,10.7777,6.68804,1334.39,10000000,153.6984327
0.8158,10.4133,8.31604,5219.56,1,0.000258842
0.8158,10.4133,8.31604,5219.56,5000,0.78196308
0.8158,10.4133,8.31604,5219.56,50000,7.847914326
0.8158,10.4133,8.31604,5219.56,100000,15.68321154
0.8158,10.4133,8.31604,5219.56,500000,74.76237524
0.8158,10.4133,8.31604,5219.56,1000000,143.4448506
0.8158,10.4133,8.31604,5219.56,5000000,458.5846384
0.8158,10.4133,8.31604,5219.56,10000000,581.5581007
0.6462,13.1227,12.8815,871.007,1,6.57E-05
0.6462,13.1227,12.8815,871.007,5000,0.370596453
0.6462,13.1227,12.8815,871.007,50000,3.645728901
0.6462,13.1227,12.8815,871.007,100000,7.085521082
0.6462,13.1227,12.8815,871.007,500000,29.59650144
0.6462,13.1227,12.8815,871.007,1000000,49.92248425
0.6462,13.1227,12.8815,871.007,5000000,107.8692086
0.6462,13.1227,12.8815,871.007,10000000,128.0120317
0.674,16.0348,3.9849,2332.52,1,0.000653102
0.674,16.0348,3.9849,2332.52,5000,2.338775375
0.674,16.0348,3.9849,2332.52,50000,21.7849766
0.674,16.0348,3.9849,2332.52,100000,40.23484114
0.674,16.0348,3.9849,2332.52,500000,119.0356972
0.674,16.0348,3.9849,2332.52,1000000,163.5920346
0.674,16.0348,3.9849,2332.52,5000000,254.1387761
0.674,16.0348,3.9849,2332.52,10000000,284.3398122
0.7024,8.86151,4.15241,2553.18,1,9.31E-05
0.7024,8.86151,4.15241,2553.18,5000,0.48991019
0.7024,8.86151,4.15241,2553.18,50000,4.871496681
0.7024,8.86151,4.15241,2553.18,100000,9.652677201
0.7024,8.86151,4.15241,2553.18,500000,45.08243616
0.7024,8.86151,4.15241,2553.18,1000000,83.24305833
0.7024,8.86151,4.15241,2553.18,5000000,207.8674119
0.7024,8.86151,4.15241,2553.18,10000000,249.5114541
0.8556,17.0098,12.9386,5503.94,1,0.000223273
0.8556,17.0098,12.9386,5503.94,5000,1.034023231
0.8556,17.0098,12.9386,5503.94,50000,9.594521934
0.8556,17.0098,12.9386,5503.94,100000,18.24688978
0.8556,17.0098,12.9386,5503.94,500000,76.38040294
0.8556,17.0098,12.9386,5503.94,1000000,140.0211934
0.8556,17.0098,12.9386,5503.94,5000000,471.1700062
0.8556,17.0098,12.9386,5503.94,10000000,657.2243124
0.7254,7.6924,7.0244,3001.16,1,0.000124215
0.7254,7.6924,7.0244,3001.16,5000,0.878720591
0.7254,7.6924,7.0244,3001.16,50000,8.688110585
0.7254,7.6924,7.0244,3001.16,100000,16.92137173
0.7254,7.6924,7.0244,3001.16,500000,70.75549221
0.7254,7.6924,7.0244,3001.16,1000000,119.4390947
0.7254,7.6924,7.0244,3001.16,5000000,249.3390916
0.7254,7.6924,7.0244,3001.16,10000000,289.5010018
0.724,8.99031,6.43493,3133.41,1,0.000173174
0.724,8.99031,6.43493,3133.41,5000,0.802241416
0.724,8.99031,6.43493,3133.41,50000,7.845438508
