VF,LCD (Å),PLD (Å),SA (m2/g ),Pressure (Pa),Adsorption (cm3 STP/gr)
0.7494,14.034,9.0463,2772.55,1,0.000299759
0.7494,14.034,9.0463,2772.55,5000,1.339830919
0.7494,14.034,9.0463,2772.55,50000,12.48595278
0.7494,14.034,9.0463,2772.55,100000,22.92410012
0.7494,14.034,9.0463,2772.55,500000,82.97660612
0.7494,14.034,9.0463,2772.55,1000000,130.2526715
0.7494,14.034,9.0463,2772.55,5000000,268.5578619
0.7494,14.034,9.0463,2772.55,10000000,315.9927433
0.7326,8.3495,5.13588,5084.98,1,0.000439183
0.7326,8.3495,5.13588,5084.98,5000,2.416704508
0.7326,8.3495,5.13588,5084.98,50000,22.90685445
0.7326,8.3495,5.13588,5084.98,100000,42.85769272
0.7326,8.3495,5.13588,5084.98,500000,157.841087
0.7326,8.3495,5.13588,5084.98,1000000,234.1343083
0.7326,8.3495,5.13588,5084.98,5000000,383.7168073
0.7326,8.3495,5.13588,5084.98,10000000,426.2235506
0.7,8.83543,4.89469,4918.23,1,0.000537476
0.7,8.83543,4.89469,4918.23,5000,2.728017909
0.7,8.83543,4.89469,4918.23,50000,25.61368548
0.7,8.83543,4.89469,4918.23,100000,49.88284441
0.7,8.83543,4.89469,4918.23,500000,184.9891982
0.7,8.83543,4.89469,4918.23,1000000,267.1144743
0.7,8.83543,4.89469,4918.23,5000000,396.1621265
0.7,8.83543,4.89469,4918.23,10000000,427.1792451
0.6166,8.78202,2.88546,1585.3,1,0.000405848
0.6166,8.78202,2.88546,1585.3,5000,1.848971627
0.6166,8.78202,2.88546,1585.3,50000,16.66284932
0.6166,8.78202,2.88546,1585.3,100000,29.61827497
0.6166,8.78202,2.88546,1585.3,500000,87.79449442
0.6166,8.78202,2.88546,1585.3,1000000,120.1267319
0.6166,8.78202,2.88546,1585.3,5000000,179.9917817
0.6166,8.78202,2.88546,1585.3,10000000,196.6037873
0.7294,11.38,7.84586,2590.9,1,0.000122274
0.7294,11.38,7.84586,2590.9,5000,0.556820345
0.7294,11.38,7.84586,2590.9,50000,5.521949887
0.7294,11.38,7.84586,2590.9,100000,10.88533597
0.7294,11.38,7.84586,2590.9,500000,49.14480845
0.7294,11.38,7.84586,2590.9,1000000,89.57428838
0.7294,11.38,7.84586,2590.9,5000000,225.1325961
0.7294,11.38,7.84586,2590.9,10000000,270.1048746
0.7478,11.4636,8.17134,2794.23,1,0.000166738
0.7478,11.4636,8.17134,2794.23,5000,0.575335479
0.7478,11.4636,8.17134,2794.23,50000,5.698588288
0.7478,11.4636,8.17134,2794.23,100000,11.25515955
0.7478,11.4636,8.17134,2794.23,500000,50.29905808
0.7478,11.4636,8.17134,2794.23,1000000,91.5720958
0.7478,11.4636,8.17134,2794.23,5000000,231.8371582
0.7478,11.4636,8.17134,2794.23,10000000,279.9984083
0.7126,10.8252,7.21362,2383.39,1,7.78E-05
0.7126,10.8252,7.21362,2383.39,5000,0.557196041
0.7126,10.8252,7.21362,2383.39,50000,5.504516427
0.7126,10.8252,7.21362,2383.39,100000,10.97821903
0.7126,10.8252,7.21362,2383.39,500000,49.08706681
0.7126,10.8252,7.21362,2383.39,1000000,88.33117898
0.7126,10.8252,7.21362,2383.39,5000000,212.3363545
0.7126,10.8252,7.21362,2383.39,10000000,251.9730242
0.7696,12.9492,9.87431,3796.8,1,0.000212607
0.7696,12.9492,9.87431,3796.8,5000,0.91181512
0.7696,12.9492,9.87431,3796.8,50000,8.877056277
0.7696,12.9492,9.87431,3796.8,100000,17.19820973
0.7696,12.9492,9.87431,3796.8,500000,69.88389246
0.7696,12.9492,9.87431,3796.8,1000000,121.2495907
0.7696,12.9492,9.87431,3796.8,5000000,309.0797191
0.7696,12.9492,9.87431,3796.8,10000000,384.0237213
0.7806,19.4865,7.36184,3750.66,1,0.000174531
0.7806,19.4865,7.36184,3750.66,5000,0.90547555
0.7806,19.4865,7.36184,3750.66,50000,8.748478009
0.7806,19.4865,7.36184,3750.66,100000,16.93592374
0.7806,19.4865,7.36184,3750.66,500000,69.94272014
0.7806,19.4865,7.36184,3750.66,1000000,122.9642056
0.7806,19.4865,7.36184,3750.66,5000000,317.0743996
0.7806,19.4865,7.36184,3750.66,10000000,395.0711073
0.6626,14.9857,9.18322,2293.15,1,0.000674121
0.6626,14.9857,9.18322,2293.15,5000,3.044780871
0.6626,14.9857,9.18322,2293.15,50000,24.41746461
0.6626,14.9857,9.18322,2293.15,100000,41.17127608
0.6626,14.9857,9.18322,2293.15,500000,98.73023225
0.6626,14.9857,9.18322,2293.15,1000000,133.5732278
0.6626,14.9857,9.18322,2293.15,5000000,235.9772821
0.6626,14.9857,9.18322,2293.15,10000000,272.6011998
0.5816,11.1295,5.24741,1572.51,1,0.000136535
0.5816,11.1295,5.24741,1572.51,5000,0.802327109
0.5816,11.1295,5.24741,1572.51,50000,7.691278448
0.5816,11.1295,5.24741,1572.51,100000,14.71882939
0.5816,11.1295,5.24741,1572.51,500000,52.01352536
0.5816,11.1295,5.24741,1572.51,1000000,77.84022904
0.5816,11.1295,5.24741,1572.51,5000000,132.5877555
0.5816,11.1295,5.24741,1572.51,10000000,148.7841728
0.5876,9.77773,6.64666,1344.03,1,0.000515083
0.5876,9.77773,6.64666,1344.03,5000,2.471251788
0.5876,9.77773,6.64666,1344.03,50000,15.98934705
0.5876,9.77773,6.64666,1344.03,100000,24.52720955
0.5876,9.77773,6.64666,1344.03,500000,57.53147313
0.5876,9.77773,6.64666,1344.03,1000000,82.38857868
0.5876,9.77773,6.64666,1344.03,5000000,145.3036258
0.5876,9.77773,6.64666,1344.03,10000000,163.0272603
0.6292,10.7812,7.93542,1741.63,1,0.000187515
0.6292,10.7812,7.93542,1741.63,5000,0.71758285
0.6292,10.7812,7.93542,1741.63,50000,6.993694334
0.6292,10.7812,7.93542,1741.63,100000,13.40154617
0.6292,10.7812,7.93542,1741.63,500000,50.88531825
0.6292,10.7812,7.93542,1741.63,1000000,81.67582237
0.6292,10.7812,7.93542,1741.63,5000000,165.5094208
0.6292,10.7812,7.93542,1741.63,10000000,192.5743422
0.6314,12.1174,9.13356,1597.54,1,0.000460163
0.6314,12.1174,9.13356,1597.54,5000,1.946538901
0.6314,12.1174,9.13356,1597.54,50000,12.23588095
0.6314,12.1174,9.13356,1597.54,100000,18.44080612
0.6314,12.1174,9.13356,1597.54,500000,46.84077861
0.6314,12.1174,9.13356,1597.54,1000000,72.67599227
0.6314,12.1174,9.13356,1597.54,5000000,163.679619
0.6314,12.1174,9.13356,1597.54,10000000,200.2207772
0.5804,9.15011,7.4108,1730.09,1,0.000421408
0.5804,9.15011,7.4108,1730.09,5000,1.665502901
0.5804,9.15011,7.4108,1730.09,50000,13.02923123
0.5804,9.15011,7.4108,1730.09,100000,21.773744
0.5804,9.15011,7.4108,1730.09,500000,62.67432908
0.5804,9.15011,7.4108,1730.09,1000000,93.6432792
0.5804,9.15011,7.4108,1730.09,5000000,176.0873806
0.5804,9.15011,7.4108,1730.09,10000000,202.1691214
0.5488,10.0982,9.93982,838.914,1,6.62E-05
0.5488,10.0982,9.93982,838.914,5000,0.366913279
0.5488,10.0982,9.93982,838.914,50000,3.661738755
0.5488,10.0982,9.93982,838.914,100000,7.288000516
0.5488,10.0982,9.93982,838.914,500000,32.09554951
0.5488,10.0982,9.93982,838.914,1000000,54.32848423
0.5488,10.0982,9.93982,838.914,5000000,101.4770105
0.5488,10.0982,9.93982,838.914,10000000,115.5151866
0.7036,11.2634,10.7991,2166.48,1,9.41E-05
0.7036,11.2634,10.7991,2166.48,5000,0.49551835
0.7036,11.2634,10.7991,2166.48,50000,4.866096554
0.7036,11.2634,10.7991,2166.48,100000,9.541889345
0.7036,11.2634,10.7991,2166.48,500000,40.61302009
0.7036,11.2634,10.7991,2166.48,1000000,70.74681263
0.7036,11.2634,10.7991,2166.48,5000000,170.5669196
0.7036,11.2634,10.7991,2166.48,10000000,208.368486
0.67,5.43084,3.59671,2061.03,1,8.37E-05
0.67,5.43084,3.59671,2061.03,5000,0.243439742
0.67,5.43084,3.59671,2061.03,50000,2.435054466
0.67,5.43084,3.59671,2061.03,100000,4.852362764
0.67,5.43084,3.59671,2061.03,500000,22.91317498
0.67,5.43084,3.59671,2061.03,1000000,41.87777115
0.67,5.43084,3.59671,2061.03,5000000,120.4709615
0.67,5.43084,3.59671,2061.03,10000000,150.4647735
0.3762,7.49679,5.33186,418.693,1,0.000342042
0.3762,7.49679,5.33186,418.693,5000,1.447676132
0.3762,7.49679,5.33186,418.693,50000,10.1206357
0.3762,7.49679,5.33186,418.693,100000,15.34443015
0.3762,7.49679,5.33186,418.693,500000,29.0725581
0.3762,7.49679,5.33186,418.693,1000000,34.50063481
0.3762,7.49679,5.33186,418.693,5000000,44.31648098
0.3762,7.49679,5.33186,418.693,10000000,47.38037874
0.8498,13.5278,8.78691,5095.35,1,0.000270165
0.8498,13.5278,8.78691,5095.35,5000,0.51803291
0.8498,13.5278,8.78691,5095.35,50000,5.142472655
0.8498,13.5278,8.78691,5095.35,100000,10.25192217
0.8498,13.5278,8.78691,5095.35,500000,50.32539651
0.8498,13.5278,8.78691,5095.35,1000000,96.22947033
0.8498,13.5278,8.78691,5095.35,5000000,378.5909701
0.8498,13.5278,8.78691,5095.35,10000000,538.4982081
0.6656,8.36266,5.62116,2909.32,1,0.000423444
0.6656,8.36266,5.62116,2909.32,5000,2.519401945
0.6656,8.36266,5.62116,2909.32,50000,22.87613736
0.6656,8.36266,5.62116,2909.32,100000,42.09106994
0.6656,8.36266,5.62116,2909.32,500000,130.343764
0.6656,8.36266,5.62116,2909.32,1000000,177.8104732
0.6656,8.36266,5.62116,2909.32,5000000,263.0125372
0.6656,8.36266,5.62116,2909.32,10000000,288.267518
0.5984,7.62911,3.95603,1922.93,1,0.00034353
0.5984,7.62911,3.95603,1922.93,5000,1.652510156
0.5984,7.62911,3.95603,1922.93,50000,15.25370558
0.5984,7.62911,3.95603,1922.93,100000,28.01275871
0.5984,7.62911,3.95603,1922.93,500000,86.9252164
0.5984,7.62911,3.95603,1922.93,1000000,119.7024775
0.5984,7.62911,3.95603,1922.93,5000000,178.0526058
0.5984,7.62911,3.95603,1922.93,10000000,194.6048629
0.757,12.6574,11.15,3462.47,1,0.00017108
0.757,12.6574,11.15,3462.47,5000,0.900815654
0.757,12.6574,11.15,3462.47,50000,8.78085659
0.757,12.6574,11.15,3462.47,100000,17.24819814
0.757,12.6574,11.15,3462.47,500000,73.06940355
0.757,12.6574,11.15,3462.47,1000000,127.8790617
0.757,12.6574,11.15,3462.47,5000000,300.066299
0.757,12.6574,11.15,3462.47,10000000,360.1010468
0.7614,12.4694,12.0996,3572.33,1,0.000222315
0.7614,12.4694,12.0996,3572.33,5000,0.856061181
0.7614,12.4694,12.0996,3572.33,50000,8.374874538
0.7614,12.4694,12.0996,3572.33,100000,16.37875201
0.7614,12.4694,12.0996,3572.33,500000,70.59527695
0.7614,12.4694,12.0996,3572.33,1000000,125.9979651
0.7614,12.4694,12.0996,3572.33,5000000,306.2195805
0.7614,12.4694,12.0996,3572.33,10000000,368.0826639
0.7826,13.8961,6.70448,3779.43,1,0.000162066
0.7826,13.8961,6.70448,3779.43,5000,0.914486301
0.7826,13.8961,6.70448,3779.43,50000,9.018421362
0.7826,13.8961,6.70448,3779.43,100000,17.69245646
0.7826,13.8961,6.70448,3779.43,500000,75.06595414
0.7826,13.8961,6.70448,3779.43,1000000,131.0971926
0.7826,13.8961,6.70448,3779.43,5000000,318.4751386
0.7826,13.8961,6.70448,3779.43,10000000,388.8992385
0.6134,12.8128,3.94057,1673.14,1,0.001017091
0.6134,12.8128,3.94057,1673.14,5000,4.634546119
0.6134,12.8128,3.94057,1673.14,50000,34.08042276
0.6134,12.8128,3.94057,1673.14,100000,54.09999059
0.6134,12.8128,3.94057,1673.14,500000,115.3791961
0.6134,12.8128,3.94057,1673.14,1000000,143.9105931
0.6134,12.8128,3.94057,1673.14,5000000,195.7225331
0.6134,12.8128,3.94057,1673.14,10000000,210.9905475
0.824,20.2997,7.90669,4635.5,1,0.000108115
0.824,20.2997,7.90669,4635.5,5000,0.764569518
0.824,20.2997,7.90669,4635.5,50000,7.625040211
0.824,20.2997,7.90669,4635.5,100000,15.18732482
0.824,20.2997,7.90669,4635.5,500000,73.34738784
0.824,20.2997,7.90669,4635.5,1000000,138.5970936
0.824,20.2997,7.90669,4635.5,5000000,450.1430402
0.824,20.2997,7.90669,4635.5,10000000,586.4801493
0.8074,10.0315,6.17304,5779.04,1,0.000188766
0.8074,10.0315,6.17304,5779.04,5000,0.83358689
0.8074,10.0315,6.17304,5779.04,50000,8.329288079
0.8074,10.0315,6.17304,5779.04,100000,16.60841441
0.8074,10.0315,6.17304,5779.04,500000,79.92531557
0.8074,10.0315,6.17304,5779.04,1000000,155.4563619
0.8074,10.0315,6.17304,5779.04,5000000,466.4556465
0.8074,10.0315,6.17304,5779.04,10000000,578.2703255
0.684,10.7383,9.8398,1926.45,1,0.000141271
0.684,10.7383,9.8398,1926.45,5000,0.846779764
0.684,10.7383,9.8398,1926.45,50000,8.29075089
0.684,10.7383,9.8398,1926.45,100000,15.87972824
0.684,10.7383,9.8398,1926.45,500000,68.24187935
0.684,10.7383,9.8398,1926.45,1000000,111.5036922
0.684,10.7383,9.8398,1926.45,5000000,214.6514091
0.684,10.7383,9.8398,1926.45,10000000,246.5292653
0.5464,8.64157,7.39543,609.178,1,0.000559176
0.5464,8.64157,7.39543,609.178,5000,2.532889593
0.5464,8.64157,7.39543,609.178,50000,18.72294689
0.5464,8.64157,7.39543,609.178,100000,31.21763048
0.5464,8.64157,7.39543,609.178,500000,72.07723907
0.5464,8.64157,7.39543,609.178,1000000,85.62361617
0.5464,8.64157,7.39543,609.178,5000000,103.9582857
0.5464,8.64157,7.39543,609.178,10000000,109.0801863
0.6278,9.86619,7.72074,748.321,1,2.69E-05
0.6278,9.86619,7.72074,748.321,5000,0.096352644
0.6278,9.86619,7.72074,748.321,50000,0.960428608
0.6278,9.86619,7.72074,748.321,100000,1.92320466
0.6278,9.86619,7.72074,748.321,500000,9.582443278
0.6278,9.86619,7.72074,748.321,1000000,18.41255444
0.6278,9.86619,7.72074,748.321,5000000,70.49130601
0.6278,9.86619,7.72074,748.321,10000000,96.98736249
0.658,16.0507,15.6466,1511.5,1,0.000296589
0.658,16.0507,15.6466,1511.5,5000,1.271289751
0.658,16.0507,15.6466,1511.5,50000,11.18466068
0.658,16.0507,15.6466,1511.5,100000,19.50731756
0.658,16.0507,15.6466,1511.5,500000,54.97558794
0.658,16.0507,15.6466,1511.5,1000000,76.9709935
0.658,16.0507,15.6466,1511.5,5000000,148.550427
0.658,16.0507,15.6466,1511.5,10000000,185.5603794
0.643,15.9244,15.4838,1571.53,1,0.0002512
0.643,15.9244,15.4838,1571.53,5000,1.264612964
0.643,15.9244,15.4838,1571.53,50000,11.24634704
0.643,15.9244,15.4838,1571.53,100000,19.71108286
0.643,15.9244,15.4838,1571.53,500000,55.67210622
0.643,15.9244,15.4838,1571.53,1000000,78.00343225
0.643,15.9244,15.4838,1571.53,5000000,151.2479915
0.643,15.9244,15.4838,1571.53,10000000,189.4329685
0.786,12.6337,9.84913,4246.95,1,0.000122265
0.786,12.6337,9.84913,4246.95,5000,0.843995522
0.786,12.6337,9.84913,4246.95,50000,8.363716752
0.786,12.6337,9.84913,4246.95,100000,16.60009927
0.786,12.6337,9.84913,4246.95,500000,74.86426533
0.786,12.6337,9.84913,4246.95,1000000,138.8807036
0.786,12.6337,9.84913,4246.95,5000000,389.737721
0.786,12.6337,9.84913,4246.95,10000000,483.52005
0.3434,5.12695,2.42803,134.352,1,0.000111904
0.3434,5.12695,2.42803,134.352,5000,0.605940022
0.3434,5.12695,2.42803,134.352,50000,4.983050463
0.3434,5.12695,2.42803,134.352,100000,8.140486509
0.3434,5.12695,2.42803,134.352,500000,16.2673352
0.3434,5.12695,2.42803,134.352,1000000,18.41664678
0.3434,5.12695,2.42803,134.352,5000000,20.44581416
0.3434,5.12695,2.42803,134.352,10000000,20.73334081
0.7606,5.53493,4.56275,3560.59,1,2.56E-05
0.7606,5.53493,4.56275,3560.59,5000,0.151186795
0.7606,5.53493,4.56275,3560.59,50000,1.493832876
0.7606,5.53493,4.56275,3560.59,100000,2.980821742
0.7606,5.53493,4.56275,3560.59,500000,14.74020994
0.7606,5.53493,4.56275,3560.59,1000000,28.60275571
0.7606,5.53493,4.56275,3560.59,5000000,112.8710201
0.7606,5.53493,4.56275,3560.59,10000000,164.945715
0.6842,10.1029,7.15637,2542.34,1,0.000263052
0.6842,10.1029,7.15637,2542.34,5000,1.063065863
0.6842,10.1029,7.15637,2542.34,50000,10.49014933
0.6842,10.1029,7.15637,2542.34,100000,20.78464925
0.6842,10.1029,7.15637,2542.34,500000,87.45901966
0.6842,10.1029,7.15637,2542.34,1000000,144.7005989
0.6842,10.1029,7.15637,2542.34,5000000,272.5223659
0.6842,10.1029,7.15637,2542.34,10000000,308.5875512
0.7232,14.1452,13.2662,2146.34,1,0.000304556
0.7232,14.1452,13.2662,2146.34,5000,1.079970257
0.7232,14.1452,13.2662,2146.34,50000,10.01659118
0.7232,14.1452,13.2662,2146.34,100000,18.57873461
0.7232,14.1452,13.2662,2146.34,500000,63.67042523
0.7232,14.1452,13.2662,2146.34,1000000,100.1075099
0.7232,14.1452,13.2662,2146.34,5000000,223.623386
0.7232,14.1452,13.2662,2146.34,10000000,277.6969477
0.4828,7.52525,4.29732,1050.9,1,4.34E-05
0.4828,7.52525,4.29732,1050.9,5000,0.231205946
0.4828,7.52525,4.29732,1050.9,50000,2.306249522
0.4828,7.52525,4.29732,1050.9,100000,4.583173786
0.4828,7.52525,4.29732,1050.9,500000,20.72744796
0.4828,7.52525,4.29732,1050.9,1000000,36.97762853
0.4828,7.52525,4.29732,1050.9,5000000,90.74504615
0.4828,7.52525,4.29732,1050.9,10000000,107.9754925
0.576,9.36738,4.35185,1362.78,1,3.13E-05
0.576,9.36738,4.35185,1362.78,5000,0.153796136
0.576,9.36738,4.35185,1362.78,50000,1.517950808
0.576,9.36738,4.35185,1362.78,100000,3.022539467
0.576,9.36738,4.35185,1362.78,500000,14.91825832
0.576,9.36738,4.35185,1362.78,1000000,28.17171377
0.576,9.36738,4.35185,1362.78,5000000,101.3518697
0.576,9.36738,4.35185,1362.78,10000000,138.5448049
0.7784,13.7643,6.67603,3693.76,1,0.000103464
0.7784,13.7643,6.67603,3693.76,5000,0.473322757
0.7784,13.7643,6.67603,3693.76,50000,4.637248848
0.7784,13.7643,6.67603,3693.76,100000,9.174356325
0.7784,13.7643,6.67603,3693.76,500000,40.8583372
0.7784,13.7643,6.67603,3693.76,1000000,75.09065127
0.7784,13.7643,6.67603,3693.76,5000000,235.2359164
0.7784,13.7643,6.67603,3693.76,10000000,316.6369863
0.7136,6.35523,5.9549,3387.58,1,0.00032178
0.7136,6.35523,5.9549,3387.58,5000,1.434089983
0.7136,6.35523,5.9549,3387.58,50000,13.47747715
0.7136,6.35523,5.9549,3387.58,100000,25.40432377
0.7136,6.35523,5.9549,3387.58,500000,90.03028453
0.7136,6.35523,5.9549,3387.58,1000000,138.0204315
0.7136,6.35523,5.9549,3387.58,5000000,242.5232353
0.7136,6.35523,5.9549,3387.58,10000000,272.8329977
0.6618,6.18145,3.97754,2630.44,1,0.000365255
0.6618,6.18145,3.97754,2630.44,5000,2.291575507
0.6618,6.18145,3.97754,2630.44,50000,21.3038973
0.6618,6.18145,3.97754,2630.44,100000,38.79863125
0.6618,6.18145,3.97754,2630.44,500000,119.5061449
0.6618,6.18145,3.97754,2630.44,1000000,157.9919088
0.6618,6.18145,3.97754,2630.44,5000000,220.5999365
0.6618,6.18145,3.97754,2630.44,10000000,239.5399431
0.822,20.5167,7.7477,4763.89,1,0.000236832
0.822,20.5167,7.7477,4763.89,5000,0.715133792
0.822,20.5167,7.7477,4763.89,50000,7.124523202
0.822,20.5167,7.7477,4763.89,100000,14.18132651
0.822,20.5167,7.7477,4763.89,500000,68.61597289
0.822,20.5167,7.7477,4763.89,1000000,129.3900051
0.822,20.5167,7.7477,4763.89,5000000,434.1987676
0.822,20.5167,7.7477,4763.89,10000000,576.3322136
0.7206,15.0918,9.842,2858.85,1,0.000108571
0.7206,15.0918,9.842,2858.85,5000,0.570366767
0.7206,15.0918,9.842,2858.85,50000,5.634943786
0.7206,15.0918,9.842,2858.85,100000,11.17619711
0.7206,15.0918,9.842,2858.85,500000,49.97127989
0.7206,15.0918,9.842,2858.85,1000000,90.50847017
0.7206,15.0918,9.842,2858.85,5000000,248.801799
0.7206,15.0918,9.842,2858.85,10000000,318.2586045
0.6526,10.5915,5.77104,1417.73,1,0.00037494
0.6526,10.5915,5.77104,1417.73,5000,1.834878545
0.6526,10.5915,5.77104,1417.73,50000,16.56114522
0.6526,10.5915,5.77104,1417.73,100000,30.35376337
0.6526,10.5915,5.77104,1417.73,500000,83.03391472
0.6526,10.5915,5.77104,1417.73,1000000,106.3724877
0.6526,10.5915,5.77104,1417.73,5000000,147.8274673
0.6526,10.5915,5.77104,1417.73,10000000,159.915644
0.6424,10.5753,5.75707,1203.6,1,0.000341458
0.6424,10.5753,5.75707,1203.6,5000,1.691583905
0.6424,10.5753,5.75707,1203.6,50000,15.11254203
0.6424,10.5753,5.75707,1203.6,100000,27.4450115
0.6424,10.5753,5.75707,1203.6,500000,73.52662179
0.6424,10.5753,5.75707,1203.6,1000000,93.82118539
0.6424,10.5753,5.75707,1203.6,5000000,129.8385877
0.6424,10.5753,5.75707,1203.6,10000000,139.9839226
0.7888,18.9473,10.5132,1780.61,1,1.80E-05
0.7888,18.9473,10.5132,1780.61,5000,0.108600264
0.7888,18.9473,10.5132,1780.61,50000,1.083867991
0.7888,18.9473,10.5132,1780.61,100000,2.174539373
0.7888,18.9473,10.5132,1780.61,500000,10.69518033
0.7888,18.9473,10.5132,1780.61,1000000,20.57602825
0.7888,18.9473,10.5132,1780.61,5000000,90.78869162
0.7888,18.9473,10.5132,1780.61,10000000,148.533471
0.8104,15.0265,7.9821,3702.8,1,0.000109162
0.8104,15.0265,7.9821,3702.8,5000,0.451136363
0.8104,15.0265,7.9821,3702.8,50000,4.497709359
0.8104,15.0265,7.9821,3702.8,100000,8.945527292
0.8104,15.0265,7.9821,3702.8,500000,43.0974901
0.8104,15.0265,7.9821,3702.8,1000000,85.53513901
0.8104,15.0265,7.9821,3702.8,5000000,304.2640342
0.8104,15.0265,7.9821,3702.8,10000000,399.1946679
0.772,16.7889,16.7175,1925.59,1,0.000139734
0.772,16.7889,16.7175,1925.59,5000,0.696559727
0.772,16.7889,16.7175,1925.59,50000,6.905724248
0.772,16.7889,16.7175,1925.59,100000,13.62579993
0.772,16.7889,16.7175,1925.59,500000,60.14038187
0.772,16.7889,16.7175,1925.59,1000000,105.3598518
0.772,16.7889,16.7175,1925.59,5000000,253.5785263
0.772,16.7889,16.7175,1925.59,10000000,318.4773829
0.774,15.2718,8.36501,4441.83,1,0.000137172
0.774,15.2718,8.36501,4441.83,5000,0.72800888
0.774,15.2718,8.36501,4441.83,50000,7.086226497
0.774,15.2718,8.36501,4441.83,100000,13.85711414
0.774,15.2718,8.36501,4441.83,500000,59.83693403
0.774,15.2718,8.36501,4441.83,1000000,106.7081147
0.774,15.2718,8.36501,4441.83,5000000,307.0936751
0.774,15.2718,8.36501,4441.83,10000000,406.4096058
0.86,24.1144,19.5628,2772.25,1,9.82E-05
0.86,24.1144,19.5628,2772.25,5000,0.465562174
0.86,24.1144,19.5628,2772.25,50000,4.636356132
0.86,24.1144,19.5628,2772.25,100000,9.136089443
0.86,24.1144,19.5628,2772.25,500000,42.37678115
0.86,24.1144,19.5628,2772.25,1000000,80.06869347
0.86,24.1144,19.5628,2772.25,5000000,281.7570513
0.86,24.1144,19.5628,2772.25,10000000,429.2188945
0.775,14.2921,10.1282,2812.44,1,0.000245932
0.775,14.2921,10.1282,2812.44,5000,1.319225385
0.775,14.2921,10.1282,2812.44,50000,10.68474076
0.775,14.2921,10.1282,2812.44,100000,18.36682311
0.775,14.2921,10.1282,2812.44,500000,55.84693519
0.775,14.2921,10.1282,2812.44,1000000,90.82876655
0.775,14.2921,10.1282,2812.44,5000000,247.6978064
