Pressure (Pa),VF,LCD (Å),PLD (Å),SA (m2/g )
5000000,0.7242,9.85959,7.82076,2848.41
10000000,0.5294,7.91812,7.59324,765.945
100000,0.7346,10.3281,8.91862,1869.13
1000000,0.7026,10.514,7.06946,3097.05
5000,0.5406,4.19176,3.82361,1100.17
5000000,0.3778,6.8791,5.35126,514.901
10000000,0.6688,5.52925,4.85253,2983.81
5000,0.6016,12.0009,11.0631,1165.26
100000,0.6158,15.2577,2.90995,1261.79
1,0.8226,16.8839,10.6099,4557.7
5000000,0.6282,11.3062,10.5295,1376.96
10000000,0.6018,9.16743,4.27442,1687.62
5000000,0.7426,13.6467,8.62891,2294.85
100000,0.9102,32.0036,17.5518,5321.22
5000000,0.5678,6.32724,4.08141,2190.65
10000000,0.6728,9.14224,6.89364,1326.59
500,0.4364,5.79906,5.20244,959.499
10000000,0.6836,9.28653,7.43469,1335.5
1000000,0.7666,11.4066,8.63285,3317.76
100000,0.865,27.3395,23.1844,4167.13
10000000,0.7056,12.5394,4.7914,2605.28
500000,0.7,7.33692,7.13556,2853.11
5000000,0.6324,8.75473,4.69687,1590
5000000,0.6852,8.11946,6.79716,3111.44
5000000,0.652,7.67683,6.96811,2403.56
1000000,0.6454,9.52843,6.46475,1932.71
1,0.8624,27.2403,13.9632,4785.05
5000000,0.6934,12.2945,11.9581,2156.89
5000000,0.6408,10.6197,8.65931,2151.16
100000,0.6412,15.2158,5.06222,1266.54
10000000,0.6102,4.71553,3.44976,608.925
5000,0.7486,15.7407,14.8786,2742.03
100000,0.7912,16.1957,14.7503,4788.47
100000,0.9154,21.8281,20.5859,6179.32
5000000,0.6926,8.79152,6.71431,2574.44
5000000,0.6898,11.3294,4.75784,2389.63
40,0.8362,15.4937,14.2536,2996.23
10000000,0.6944,9.50607,8.86576,2510.98
5000000,0.7612,11.333,5.24933,5131.77
10000000,0.8002,15.0801,7.93969,3786.57
1000000,0.5624,4.9876,4.51456,1492.33
1000000,0.6018,8.07676,5.90613,1375
10000,0.7162,5.15076,4.65327,2661.76
100000,0.6962,7.58377,5.1021,3558.48
5000000,0.6804,7.58494,5.23607,1889.8
10000000,0.5818,7.97392,4.92371,1700.76
10000000,0.6588,11.1071,8.37381,1660.88
5000000,0.7374,8.24038,5.23853,3437.05
5000000,0.7132,7.09336,6.41082,3085.88
5000000,0.6876,15.9397,5.38602,1090.53
1000000,0.8394,14.3251,11.4527,4736.81
5000000,0.5866,7.09237,6.9712,1279.52
1000000,0.5806,6.30774,2.50843,1192.34
5000000,0.69,18.0621,10.4233,1964.5
1000000,0.771,9.67197,6.44372,3023.99
500000,0.7574,10.3039,9.54542,2519.18
5000000,0.5456,15.2698,4.36349,1234.78
1000000,0.7574,10.3039,9.54542,2519.18
5000,0.6938,7.09885,6.53196,3355.22
5000,0.7746,11.3906,6.9563,4512
5000000,0.7618,16.5457,6.7257,2962.95
10000000,0.635,5.38089,5.04943,1698.26
5000000,0.6662,9.86186,4.91496,2271.51
100000,0.6706,8.72596,4.78582,2891.46
5000000,0.713,11.8401,7.39815,2422.63
500000,0.7052,5.63215,4.41962,4008.23
1000000,0.4048,7.63868,5.99081,455.527
1,0.7992,10.9331,7.2387,2264.38
50000,0.5998,10.6089,7.2431,893.804
5000000,0.7362,11.7741,6.99458,3393.43
1000000,0.5608,9.54316,8.35297,1017.3
1000000,0.7342,13.1524,8.94797,3617.24
5000000,0.5574,9.52896,9.26877,1043.12
100000,0.5288,7.85146,2.85269,1088.44
10000000,0.6722,6.66763,4.36115,2229.2
500000,0.6608,13.7104,4.29007,1774.43
1000000,0.734,9.09863,5.59872,4348.79
10000000,0.6678,9.51377,6.43314,2491.25
100000,0.7614,15.981,7.52003,2738.21
5000000,0.7562,8.89284,8.27815,2997.14
1000000,0.4506,4.77814,2.58469,527.733
100000,0.8428,22.4236,6.86083,4453.33
10000000,0.5798,6.40104,2.85131,690.2
100000,0.4322,5.6698,2.68133,431.922
100000,0.781,15.9584,6.79866,4596.76
10000000,0.6544,10.1172,8.98959,1437.98
10000000,0.5886,6.97366,6.05295,1278.75
5000000,0.7334,12.5628,7.41464,3036.19
500000,0.4216,5.64639,3.6405,629.478
5000000,0.6368,6.64209,5.02845,3141.59
1000000,0.7964,21.3137,10.2369,3783.82
5000000,0.7266,10.3019,9.48231,2228.36
1000000,0.6666,6.1215,5.54396,3341.42
10000000,0.6898,16.9443,7.02537,2225.25
5000000,0.616,13.518,2.67027,1186.78
100000,0.7818,12.559,10.1499,3729.68
10000000,0.6548,6.55703,4.29128,1826.55
5000000,0.6842,10.2269,8.71112,2479.82
100000,0.7374,12.6133,10.849,2716.19
5000000,0.6978,10.7335,2.62145,1845.56
1000000,0.7232,14.1452,13.2662,2146.34
500000,0.5882,7.26399,5.25081,1925.33
5000000,0.6834,10.9344,7.53577,2778.79
100000,0.7968,15.0711,13.1397,4514.6
5000000,0.5716,12.9623,9.06013,1055.4
10000000,0.5334,4.49444,4.34625,872.699
1000000,0.711,12.9407,6.40333,2312.64
10000000,0.6502,8.22196,7.00638,1719.35
5000000,0.8544,14.9132,13.243,5192.05
5000000,0.6996,5.77537,4.11633,3339.3
5000000,0.744,10.5274,8.16815,3319.23
5000000,0.6292,8.01411,3.79872,2514.12
1000000,0.4528,8.23002,7.90173,523.389
10000000,0.7162,12.0408,6.91892,2491.03
5000000,0.7298,9.45168,7.14174,2944.15
1000000,0.615,9.35755,7.41632,1403.47
10000000,0.7282,11.1559,7.259,2467.12
500000,0.7746,15.7759,8.21654,3620.44
1000000,0.6978,10.2398,6.40536,2482.13
5000000,0.7208,12.117,9.08074,2933.88
1000000,0.6578,8.31671,3.81807,2199.54
100000,0.9182,29.975,15.0225,6628.79
500000,0.4828,7.52525,4.29732,1050.9
1000000,0.6284,8.70746,3.96873,1748.63
1000000,0.6366,6.93984,4.03954,2349.79
1000000,0.631,8.85312,4.24768,1684.3
1000000,0.63,8.87095,4.01926,1781.67
1000000,0.6536,8.78737,4.08662,1869.94
5000,0.651,12.7788,12.0274,874.57
1000000,0.778,13.3149,6.32995,5688.77
5000000,0.7764,7.54214,5.04155,4800.8
1000000,0.6486,4.79644,3.03624,1571.37
1000000,0.6988,7.36512,5.79316,3472.7
500000,0.627,7.68803,7.36383,1947.06
5000000,0.6806,13.2509,5.37829,1986.41
1,0.913,26.2529,12.5751,6072.13
100000,0.7794,15.8149,13.6198,3148.79
1000000,0.7056,12.5394,4.7914,2605.28
10000000,0.335,6.12904,5.80783,184.445
5000000,0.3124,5.58258,4.94247,280.425
5000000,0.7042,5.49146,4.83933,3697.22
10000000,0.7922,11.7936,5.96806,5217.08
10000000,0.6882,11.7254,11.1967,1974.24
5000000,0.6586,15.5955,7.18908,1549.06
5000000,0.6808,12.3722,5.304,2634.52
10000000,0.7172,9.05929,7.3957,3225.88
1000000,0.6812,9.54888,7.69493,2055.19
5000000,0.7588,16.8437,16.7642,1965.54
500,0.8258,24.2323,22.8992,4150.4
5000000,0.6464,7.7679,4.64075,2057.19
10000000,0.6212,6.61682,6.0615,1734.53
5000000,0.7756,10.7713,8.65206,2572.07
1000000,0.7516,10.3632,5.21129,5052.94
100000,0.7866,11.9719,10.5497,4463.64
5000,0.7474,13.2648,11.3344,3898.11
40000,0.8154,18.4832,9.41931,3650.16
1000,0.8636,16.1529,14.6931,4211.18
100000,0.6618,6.18145,3.97754,2630.44
100000,0.6856,11.5969,6.57481,2374.67
10000000,0.7008,7.43152,6.20566,2836.45
5000000,0.6462,13.1227,12.8815,871.007
1000000,0.7834,13.7962,7.99146,3777.11
1000,0.8528,13.3218,10.043,6230.37
5000000,0.6004,10.88,10.5039,1102.24
10000000,0.5362,6.25146,5.06086,1458.01
10000000,0.585,5.27687,4.07489,1054.95
10000000,0.6598,10.397,6.23971,1374.91
5000000,0.7826,13.8961,6.70448,3779.43
5000000,0.7542,8.58065,5.8094,4035.37
100000,0.8266,21.4982,9.22584,4487.44
1000000,0.6656,8.36266,5.62116,2909.32
10000,0.577,6.57238,4.30728,1244.3
5000000,0.6988,15.8178,9.45289,1620.88
10000000,0.7232,7.77175,4.5942,3127.75
5000000,0.6418,8.05462,5.1792,2494.21
10000000,0.685,8.52507,7.77175,1766.33
500000,0.7494,12.6394,6.49016,3325.96
5000000,0.6652,11.3233,10.2337,2185.66
5000000,0.6478,11.3795,3.3255,1531.9
5000000,0.7646,11.0021,7.6444,3571.55
10000000,0.8202,20.4281,7.78019,4767.53
10000000,0.631,5.76863,5.59566,2010.97
1000,0.8008,11.5302,8.55287,3633.67
10000000,0.7288,12.0458,5.92239,2916.02
1000000,0.6056,13.7102,3.97085,1305.87
5000,0.6298,8.14998,6.76772,2296.86
10000000,0.7012,10.7008,8.31199,3147.04
500000,0.808,11.1369,10.3106,2614.92
5000000,0.6118,7.81335,6.23608,2025.72
100,0.791,7.59854,5.9029,4016
100000,0.701,15.4153,6.04579,2212.97
10000000,0.5822,7.72066,3.25313,1102.94
10000000,0.5924,8.31134,7.66102,1474.66
5000000,0.7014,12.5357,7.27061,2801.34
1000000,0.795,12.3213,7.27063,4325.4
10000000,0.622,10.4621,5.43474,1813.88
10000,0.6376,10.5433,3.57347,1793.12
5000000,0.6808,10.4706,5.58858,2684.51
1000000,0.6486,10.1537,9.81645,1388.51
10000000,0.6668,8.1447,5.93208,2577.36
10000000,0.6384,9.39066,7.30655,1680.51
1000000,0.5288,7.85146,2.85269,1088.44
100000,0.7256,9.40538,8.82837,2969.47
1000000,0.5728,10.8416,9.61852,1111.1
5000000,0.711,15.9738,6.3885,2477.4
1,0.655,16.0973,3.03368,2023.58
1000000,0.8008,11.5302,8.55287,3633.67
5000000,0.6894,5.58759,4.3837,2815.34
5000000,0.6974,8.92456,5.42795,3427.22
5000000,0.7716,12.0562,6.74493,3697.93
10000000,0.6432,6.79191,5.8597,2312.36
5000000,0.697,8.09828,4.42359,3259.88
1000000,0.8002,18.8394,7.96401,4071.57
100000,0.4802,5.12157,4.43835,1041.01
1000,0.69,18.0621,10.4233,1964.5
500000,0.6832,17.6314,10.0389,2035.27
5000000,0.6746,10.6262,9.13273,1885.35
10000000,0.7134,9.07609,4.33235,2255.9
5000,0.7162,12.4205,9.37645,3020.84
500000,0.6632,10.6223,4.72909,2395.56
1000000,0.7116,8.61957,8.10066,2893.73
1000000,0.7116,8.61965,8.10074,2893.87
10000000,0.6788,6.56785,5.33808,2089.65
10000000,0.7048,9.70753,8.64872,2859.13
5000000,0.7184,9.64298,8.71131,2704.52
10000000,0.6886,9.56221,8.33336,2759.91
1000000,0.4878,4.54932,2.42106,664.691
5000000,0.7348,9.93002,6.46763,2723.91
5000000,0.705,6.75938,5.44409,3204.57
1,0.7912,24.4406,23.6272,2839.17
5000000,0.665,8.51649,4.04507,2711.18
100000,0.8224,13.738,11.4264,4618.32
10000000,0.6702,8.52736,7.61097,2414.14
1,0.8358,25.6855,17.1242,3194.1
50000,0.6804,7.58494,5.23607,1889.8
5000000,0.7708,14.0542,6.66438,3013.21
5000000,0.6264,9.50738,3.99435,2040.4
100000,0.6308,12.0897,7.27048,1807
1000000,0.616,6.47025,4.23928,1779.75
1000000,0.7012,9.23636,5.60978,3026.49
500,0.7778,18.3193,17.5552,1454.47
10000000,0.7926,8.54787,6.76817,4979.11
5000000,0.7918,8.54513,8.23246,3203.31
1000000,0.6096,6.28851,3.57969,1275.2
100000,0.8228,17.6862,16.7388,2970.22
5000000,0.715,7.0547,5.80911,3825.28
10000000,0.6258,7.36237,3.74541,1683.82
10000000,0.7136,9.81772,5.95471,3581.56
1000000,0.5544,5.75057,4.00781,1305.59
1000000,0.5636,5.58762,3.9288,1267.78
1000000,0.5666,5.5226,3.96675,1291.67
1000000,0.5582,5.64744,4.1969,1283.49
1000000,0.5884,5.451,3.54467,1745.57
100000,0.6134,5.86758,3.1571,1730.28
500000,0.6098,4.93842,4.37104,1472.84
500000,0.6368,7.40097,5.49968,2457.48
5000000,0.6938,7.09885,6.53196,3355.22
5000000,0.663,7.10434,4.41446,3109.67
5000000,0.5858,4.43208,4.25139,1225.81
5000,0.569,12.5344,5.46518,1371.82
10000000,0.5972,8.90326,5.05379,1791.07
10000000,0.6348,4.95936,4.07145,1973.11
1000,0.69,9.61179,5.4202,3292
1000000,0.5472,4.86654,3.68424,1725.78
5000000,0.5186,8.50715,8.34107,924.448
5000000,0.791,7.59854,5.9029,4016
5000000,0.754,9.81493,7.51137,3472.22
10000000,0.67,9.76192,5.55983,1619.57
1000000,0.6454,11.1553,10.2124,1959.13
10000,0.6598,7.47331,5.41094,835.312
10000000,0.6974,14.0627,4.49755,2317.32
5000000,0.644,12.2602,8.11803,1944.66
5000000,0.5902,7.7619,4.42953,1635.19
5000000,0.5816,5.22188,2.67795,913.785
500000,0.6626,10.2576,2.58045,1847.1
50000,0.7706,15.8468,15.7515,2109.7
5000000,0.6642,9.04728,8.48639,1973.9
100,0.7706,15.0577,6.22214,3178.7
100000,0.7,6.42929,6.08998,4281.71
10000000,0.7104,8.81916,5.67239,2400.34
10000000,0.6828,10.0543,4.94116,2504.52
1000,0.7372,6.25402,4.56727,4761.4
10000000,0.588,6.57321,4.9271,2031.65
1000000,0.6618,6.18145,3.97754,2630.44
50000,0.5738,9.38994,9.11674,652.292
40000,0.5738,9.38994,9.11674,652.292
5000000,0.7876,11.7456,6.09657,5169.77
5000000,0.6618,6.18145,3.97754,2630.44
5000000,0.7516,13.2791,8.89146,2781.99
5000000,0.739,11.5081,7.82539,3375.59
5000000,0.6962,7.58377,5.1021,3558.48
10000000,0.7384,10.7323,5.84434,3305.42
5000000,0.7148,11.0259,4.28602,2247.05
5000000,0.781,11.0402,10.0988,2482.17
5000000,0.7296,9.53314,6.14559,4232.98
5000000,0.545,8.4295,7.42103,1153.31
500000,0.6186,7.79609,3.48851,1413.04
1,0.6328,9.73301,9.22346,2352.94
10000000,0.5312,7.24877,4.48545,1297.17
10000000,0.5282,8.13637,5.96872,1050.49
5000000,0.6518,7.57252,6.20483,1772.53
10000000,0.5826,9.75671,8.56589,1256.25
5000,0.6702,8.63632,7.63034,3045.9
1000000,0.7422,11.9211,6.99954,2565.84
100000,0.7442,15.0496,5.6073,2720.81
1000000,0.7448,9.04253,7.30249,3855.09
10000000,0.566,8.39175,6.59132,1525.26
10000000,0.7268,9.98256,7.27933,2676.71
5000000,0.7254,7.6924,7.0244,3001.16
5000000,0.7384,8.49795,6.03194,3441.9
100000,0.5748,5.49362,5.42758,910.806
10000000,0.5334,8.38379,2.60203,915.709
1000000,0.6862,8.03478,4.99407,2544.72
5000000,0.6334,6.35635,5.83008,1558
100000,0.712,11.7128,3.2993,2024.46
5000000,0.6724,13.0954,5.58136,1703.57
1000000,0.7586,10.5397,7.74023,3335.91
5000000,0.7314,10.0617,6.49649,3023.92
5000000,0.6174,6.68041,4.65647,2707.64
1000000,0.6796,6.09263,4.09444,3192.37
10000000,0.497,7.25944,3.65684,827.897
5000,0.5428,8.4931,5.75863,1224.27
1000000,0.8114,13.1878,9.81049,4657.62
5000000,0.6354,12.213,10.1222,1518.32
5000000,0.6754,12.8282,4.31562,2052.39
5000000,0.6656,10.258,6.23412,2797.96
5000000,0.7906,9.47139,8.23796,3574.65
1000000,0.7452,10.8765,5.94063,3084.95
10000000,0.696,9.76079,6.4479,2358.28
10000000,0.633,9.96795,8.48591,1812.81
10000000,0.6612,9.35136,7.4656,2161.83
1000000,0.5286,7.57798,7.34904,889.166
100000,0.6858,12.8466,11.095,2061.46
1,0.5456,9.90635,2.42974,1121.94
100000,0.8084,11.9106,8.94015,4926.21
100000,0.7374,8.24038,5.23853,3437.05
10000000,0.6422,5.84999,3.52276,1672.22
10000000,0.626,6.89356,6.68644,1582.54
100000,0.6126,6.32885,4.07784,2359.4
5000000,0.6302,12.1402,7.5095,1715.83
5000000,0.6316,9.02838,5.92782,1496.61
10000,0.6354,12.213,10.1222,1518.32
100000,0.576,4.15957,3.7187,642.607
500,0.6186,9.52684,4.31294,684.433
10000000,0.6896,9.8037,7.11476,1743.84
1000000,0.727,10.0855,7.23049,2227.54
5000000,0.5892,8.30737,6.78194,1906.3
5000000,0.6532,6.11636,4.97088,1969.04
100000,0.7222,7.50813,5.20054,4363.91
5000000,0.701,15.4153,6.04579,2212.97
100000,0.5878,11.104,3.55246,1243.77
1000000,0.824,20.2997,7.90669,4635.5
1000000,0.681,11.3674,8.26719,2191.54
10000000,0.5486,9.41174,4.54571,1150.56
500,0.873,18.9972,17.5755,3556.08
100000,0.6118,9.58473,9.08126,1595.31
1000000,0.7146,11.4691,7.77199,3180.18
10000000,0.7242,9.10869,5.99614,3001.77
100000,0.6214,5.5219,5.04903,2634.97
5000000,0.6086,12.3304,11.4865,1329.51
1000000,0.7688,11.5728,9.78079,3653.8
1,0.7646,20.7269,7.8738,1858.6
500,0.863,15.2806,14.4886,5189.2
5000000,0.7244,9.66168,8.17907,3209.02
500,0.7872,14.7024,11.7935,2495
40000,0.3714,6.67559,6.34874,503.846
5000000,0.6682,8.09581,6.09927,3096.04
5000,0.6792,4.54107,3.68666,5060.73
10000000,0.6872,8.26869,5.10695,3286.83
5000000,0.7606,5.53493,4.56275,3560.59
5000000,0.718,8.72809,7.46409,2426.31
5000000,0.482,7.09051,6.95471,1134.87
5000,0.5492,6.90366,2.45763,1011.87
10000000,0.71,10.6707,8.77989,2439.99
5000000,0.5816,6.20415,3.43588,1324.31
10000000,0.63,9.00352,4.63709,1987.37
5000000,0.607,7.95221,7.58337,1667.44
5000000,0.7,13.4523,4.98216,2452.8
5000000,0.6286,10.9458,5.16973,2050.73
1000000,0.5738,9.38994,9.11674,652.292
5000000,0.6424,15.3296,4.28733,1711.14
1000000,0.7912,16.1957,14.7503,4788.47
100000,0.7834,16.9426,7.25585,3917.2
100000,0.6736,14.2525,13.9267,1369.28
100000,0.6152,6.56282,6.27917,1553.7
10000000,0.7316,8.35126,5.49783,3872.6
5000000,0.608,6.45449,5.48487,2058.57
5000000,0.6874,6.88574,5.43307,2720.39
5000000,0.5816,6.03686,5.8505,1362.24
500000,0.5972,8.90326,5.05379,1791.07
50000,0.5098,5.72133,5.32598,1375.6
1000000,0.7222,7.50813,5.20054,4363.91
5000000,0.7552,9.41161,6.60227,3727.03
10000000,0.637,9.19521,5.52341,2245.31
500000,0.7138,16.3409,5.22933,2974.94
5000000,0.7158,13.7728,9.32974,2543.09
5000000,0.7352,15.5314,9.65919,2400.28
500000,0.578,8.09669,7.0815,1537.06
100000,0.849,23.4936,11.5336,4491.91
5000000,0.736,11.7453,5.64839,2971.06
100000,0.5894,8.02487,5.97028,877.793
1,0.6876,15.9397,5.38602,1090.53
100000,0.6364,14.8417,10.4851,1403.54
1000000,0.6944,9.50607,8.86576,2510.98
5000000,0.6778,7.0595,6.90616,2110.66
1,0.811,18.3386,11.3142,2944.33
1000,0.9292,23.0353,21.6072,6105.88
500000,0.705,6.75938,5.44409,3204.57
1000000,0.644,8.67819,7.37101,2345.44
1000000,0.7066,12.1645,6.87343,2997.35
10000000,0.741,6.67271,5.40663,2375.72
5000000,0.6648,9.96385,4.33568,2371.6
1000000,0.6486,7.59116,5.99994,2071.96
500000,0.645,8.74413,5.00268,2311.28
1000000,0.7076,9.73279,7.22908,2741.43
10000000,0.7144,12.6821,7.60887,2623.79
10000000,0.4574,7.22312,5.53705,649.113
5000000,0.7298,8.38485,6.51445,3748.72
5000000,0.8104,10.5889,8.21137,3703.79
5000000,0.5894,8.02487,5.97028,877.793
1000,0.8332,22.3186,8.92625,4763.26
5000000,0.5972,13.1595,6.68014,1390.78
100000,0.7642,12.6449,7.03976,3236.63
10000000,0.6814,10.0667,5.92468,1927.72
10000000,0.685,9.38956,5.60914,2663.63
500000,0.643,15.9244,15.4838,1571.53
10000,0.6902,17.0677,7.18297,2244.29
5000000,0.6406,6.44764,5.41267,2402.06
100000,0.722,17.9991,10.1349,2001.01
5000000,0.7294,18.4135,3.91151,2681.95
10000000,0.6866,10.1101,7.63969,2641.12
500000,0.6724,13.0954,5.58136,1703.57
5000,0.5186,8.50715,8.34107,924.448
1000000,0.667,10.6384,6.01154,1823.65
5000000,0.6676,9.41711,9.09464,1736.68
100000,0.8336,18.755,13.3791,3463.71
10000000,0.6222,6.33732,4.06042,1932.12
500000,0.7148,7.38605,6.67234,3796.35
1000000,0.6808,10.4706,5.58858,2684.51
5000000,0.6578,8.31671,3.81807,2199.54
10000000,0.653,5.20436,4.63461,1243.27
1000000,0.6702,7.99336,6.43639,2808.75
5000000,0.6772,11.7285,7.7572,2439.65
100000,0.5826,10.635,10.4191,645.516
1000000,0.4966,7.93943,4.67024,496.35
5000000,0.6492,4.92676,4.21433,2684.58
100,0.631,5.76863,5.59566,2010.97
1000000,0.686,8.77466,8.24178,1761.97
10000000,0.549,8.92381,6.94851,827.271
1000000,0.5292,4.34152,3.1663,803.691
100000,0.7894,20.0872,6.66271,3783.05
5000000,0.7122,10.8821,9.55664,2745.03
5000000,0.8076,25.6894,25.4389,1510.5
5000000,0.494,8.63602,2.71972,411.428
100000,0.7294,18.4135,3.91151,2681.95
5000000,0.7742,9.64677,7.09331,3957
1,0.7108,10.8507,4.21913,3845.71
5000000,0.6598,11.9978,10.8194,1541.92
5000000,0.7028,11.8561,6.40748,2665.61
100000,0.7342,13.1524,8.94797,3617.24
5000000,0.7104,6.38762,4.90333,2597.3
500000,0.7958,9.61074,7.33598,3577.46
100000,0.832,11.3854,11.1242,4292.99
50000,0.6876,15.2363,7.95854,1219.76
1000000,0.6764,9.96907,6.19052,3003.58
1000000,0.734,14.8752,10.1053,2609.18
10000000,0.5904,9.25061,2.89055,1043.46
5000000,0.7338,7.61954,3.92787,3069.22
5000000,0.5142,9.42311,9.23332,644.215
10000000,0.592,8.48774,6.12459,1639.31
1000000,0.4724,5.06326,4.95206,400.12
10000000,0.5142,9.42311,9.23332,644.215
1000000,0.642,11.6138,3.82654,1738.35
5000000,0.4696,5.80963,5.50482,662.552
5000000,0.7204,7.78665,6.48187,2679.92
10000000,0.358,4.23486,3.38176,257.411
100000,0.8498,13.5278,8.78691,5095.35
5000000,0.7182,10.4199,5.8507,3072.5
5000000,0.6638,19.5454,7.16489,1629.78
100000,0.5544,7.75357,4.72091,1461.22
5000000,0.7346,10.3281,8.91862,1869.13
10000,0.6568,5.10002,3.64368,2928.3
40,0.628,8.07783,3.80615,2549.12
5000000,0.7092,9.22928,8.86311,2224.27
100000,0.7154,8.20803,5.81249,2613.87
5000000,0.7324,12.7076,7.22422,2375.84
1000000,0.7326,8.04408,6.54623,3173.36
10000000,0.669,5.57167,3.71325,2423.69
1000000,0.7178,7.94342,5.01622,2983.95
5000,0.8406,34.8596,34.3554,3523.86
5000000,0.7462,11.9873,8.05488,3194.5
100,0.3434,5.12695,2.42803,134.352
40000,0.7312,8.29403,6.89914,4172.71
1000000,0.7298,6.86275,5.39635,2702.61
10000000,0.733,10.493,6.38821,3206.74
1000000,0.5566,7.09574,3.51061,1160.97
1000000,0.5586,7.58539,5.94334,1437.45
1000000,0.7686,13.7857,6.83219,3970.91
1000000,0.6126,6.32885,4.07784,2359.4
1000000,0.7494,14.034,9.0463,2772.55
5000000,0.5774,9.34177,3.71993,1093.26
10000000,0.7192,10.4653,7.24737,2985.55
1000000,0.6836,10.6556,9.10715,1868.37
1000000,0.6094,7.89373,4.43058,1277.23
5000000,0.6082,6.81111,4.3641,1324.81
10000000,0.6702,6.70637,6.34214,2179.2
10000000,0.6334,10.9002,10.7096,1314.27
10000000,0.7128,8.234,7.52617,2914.78
100000,0.8662,17.2398,11.9478,5633.74
500000,0.8028,15.5323,10.4817,4299.13
1,0.7082,10.7884,9.81151,1033.55
1000000,0.8028,15.5323,10.4817,4299.13
100000,0.8984,18.5744,17.5567,4541.16
500000,0.6868,6.85987,6.20916,2474.47
1000000,0.6492,9.06042,4.04226,1380.77
10000,0.6752,15.0227,4.23694,2407.37
10000000,0.6638,10.4496,5.49019,2253.21
40000,0.787,10.0113,8.72369,2445.69
1000000,0.7,5.787,4.68615,3029.31
50000,0.3332,4.75182,4.31251,305.985
100000,0.7878,9.60031,8.17399,4944.37
100000,0.647,18.9433,3.74567,1071.01
10000000,0.7552,13.6925,8.47609,2926.08
100000,0.318,5.66636,4.82954,537.249
100000,0.3124,5.58258,4.94247,280.425
1000000,0.438,7.39284,4.83476,448.345
100000,0.6806,11.2608,5.01855,2422.64
5000,0.6478,9.68562,8.04863,1646.65
10000,0.5534,10.8725,9.01928,696.781
1000000,0.687,8.00306,5.96794,3264.96
1000000,0.8014,15.0914,8.39804,5034.3
5000000,0.7812,11.3047,5.41503,5157.57
500,0.605,15.9185,2.85919,1328.76
500,0.603,10.3936,10.2779,1305.96
10000000,0.6076,8.48171,3.92126,1527.95
5000000,0.735,13.8976,5.51402,2291.93
5000000,0.7004,8.96214,8.00387,2068.1
1000000,0.7606,9.31006,7.53558,4521.86
500,0.8444,11.455,9.77333,4968.9
10000000,0.6498,8.30709,6.8904,2129.09
5000,0.8462,21.6241,10.9231,4179.02
1000,0.8014,15.0914,8.39804,5034.3
100000,0.6424,10.5753,5.75707,1203.6
100000,0.579,9.32301,5.43687,1542.78
50000,0.6322,9.34691,6.36719,1708.97
40000,0.6322,9.34691,6.36719,1708.97
100000,0.6322,9.34691,6.36719,1708.97
100000,0.724,8.99031,6.43493,3133.41
5000000,0.7296,10.0263,5.46429,3376.43
1000000,0.7126,14.2457,5.52422,2425.44
5000000,0.608,4.94525,3.77888,1044.52
5000000,0.7024,8.86151,4.15241,2553.18
10000000,0.65,8.23995,5.69274,1982.22
5000000,0.6882,10.6865,9.07282,2194.57
40000,0.7196,20.6868,7.65386,1639.33
10000000,0.7362,12.3346,6.95883,3211.97
100000,0.895,28.4313,15.9175,5364.2
40,0.7074,6.5178,6.18035,4780.12
5000000,0.6692,5.32617,4.14354,2145.41
10000000,0.6326,7.09794,6.73731,1073.26
100000,0.7426,13.6467,8.62891,2294.85
5000000,0.7502,10.8698,8.81904,3544.05
10000000,0.6702,7.99336,6.43639,2808.75
5000000,0.7402,12.571,10.8274,2773.67
100,0.6934,12.2945,11.9581,2156.89
10000000,0.6812,8.94506,6.39643,2192.51
5000000,0.6792,9.76128,4.51984,2043.62
100000,0.6958,10.8881,8.55613,3162.26
5000000,0.6388,11.6655,8.26406,1476.44
100000,0.6982,13.3554,4.52002,2257.67
5000000,0.6264,7.46367,6.87207,2056.1
100000,0.5986,7.28051,2.53927,920.797
5000000,0.5674,6.31608,4.83612,953.967
100000,0.6338,7.23927,6.67302,2274.52
5000,0.7842,15.9383,10.4935,3712.18
1000000,0.6162,7.2826,3.59407,1817.6
100000,0.869,27.2094,25.5491,4279.41
1000000,0.7172,10.5645,5.75649,2321.59
5000000,0.6382,8.69504,5.47442,2572.85
5000000,0.6942,11.5359,5.50716,2191.92
5000000,0.7566,10.6606,7.94571,2623.65
10000000,0.6028,11.6643,6.15098,1354.07
100000,0.4958,5.5829,2.4011,428.463
100000,0.5452,5.70211,2.46041,735.758
500000,0.4514,5.80364,2.40624,150.04
500000,0.4528,5.81301,2.41893,152.68
500000,0.4546,5.80238,2.42429,156.759
500000,0.4498,5.79654,2.40592,150.577
5000000,0.7158,9.5634,6.50142,3356.33
5000000,0.6914,10.2017,5.3119,2892.35
10000000,0.7226,11.6475,5.80016,3123.44
5000000,0.5864,11.0201,9.16908,1212.05
100000,0.7042,5.49146,4.83933,3697.22
5000000,0.6868,9.37773,7.98095,2551.39
1000000,0.8662,17.2398,11.9478,5633.74
1000000,0.6728,9.14224,6.89364,1326.59
1000000,0.7432,10.892,6.87272,3175.06
5000000,0.6596,15.3734,3.88956,2031.12
1000000,0.758,12.4058,6.44619,3610.7
1000000,0.77,14.0742,9.53484,3222.24
