CIFNAME,smiles_nodes,smiles_linkers,topology
JEJKIT_clean,[Co];[Ni],[O-]C(=O)CC(C(=O)[O-])[O];n1ccc(cc1)c1ccncc1,UNKNOWN
JEJWOL_clean,[Nd],[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],UNKNOWN
JELPAS_clean,[Fe],[O-]C(=O)C(=O)[O-];[O][As]([O])[O],UNKNOWN
JEMNAR_clean,[Ni],[O-]C(=O)CC(C(=O)[O-])[O];n1ccc(cc1)c1ccncc1,UNKNOWN
JENKET_SL,[Zn][OH]1[Zn][OH]([Zn]1)[Zn],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],UNKNOWN
JENKIX_SL,[Zn][OH]([Zn]1[OH]([Zn])[Zn]([OH]1[Zn])[OH]([Zn])[Zn])[Zn],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],llj
JESDIV_clean,F[Ga];F[Ga]F;[Ga],[O]P(=O)O;[O]P(=O)[O],ERROR
JETNOL_clean,[Cr];[La],[C]#N,nia
JETZAK_clean,[Mg],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],pcu
JEWYAM_charged,[O][Mn];[O][Mn]Cl,N1=NN=C([N]1)c1cc(cc(c1)C1=NN=N[N]1)C1=NN=N[N]1,the
JEXSOV_clean,[Nd][OH][Nd],[O-]C(=O)C(=O)[O-];[O]N(=O)=O,ERROR
JEYXOB_clean,[Fe],[O-]C(=O)C(=O)[O-];[O]P(=O)[O],ERROR
JILWIL_clean,[Al],[O]P(=O)([O])[O],UNKNOWN
JILWOR_clean,[Al],[O]P(=O)([O])[O],kfi
JILXOS_clean,*,,NA
JIQVAH_clean,[Ru];[Yb],[C]#N;c1cnc2c(n1)c1nccnc1c1c2nccn1,UNKNOWN
JITPOS_SL,[OH];[Zn],[O-]C(=O)c1ccc(c(c1)S([O])([O])[O])C(=O)[O-];n1ccc(cc1)c1ccncc1,ERROR
JITQEI_clean,[Cu],n1ccc(cc1)C#Cc1ccncc1,qzd
JIVFUQ_clean,[Zn],Oc1cc(c(cc1P(=O)(O)[O])O)P(=O)(O)[O],pts,dmd
JIVHIG_clean,[K][O]1234[K][O]4([K]1)([K]2)([K]3)[K],O1CCOCC1,pcu
JIVSEN_clean,[Cu];[Sm],[O-]C(=O)c1ccccc1C(=O)[O-];[O-]C(=O)c1ccncc1,ERROR
JIXWUJ01_clean,[Mn],[O-]C=O,met
JIXWUJ02_clean,[Mn],[O-]C=O,met
JIXWUJ_clean,[Mn],[O-]C=O,met
JIYXUL_clean,[Fe];[Na];[Na]O[Na];[O];[Sb];[W],[O-]C(=O)C(=O)[O-],ERROR
JIZJAF_clean,[Co],[O-]C(=O)C([O])C;[O-]C(=O)c1ccc(cc1)c1ccncc1,UNKNOWN
JIZJEJ_clean,[Co],[O-]C(=O)C([O])C;[O-]C(=O)c1ccc(cc1)c1ccncc1,UNKNOWN
JIZJOT_clean,[Co],[O-]C(=O)C([O])C;[O-]C(=O)c1ccc(cc1)c1ccncc1,UNKNOWN
JIZJUZ_clean,[Co],[O-]C(=O)C([O])C;[O-]C(=O)c1ccc(cc1)c1ccncc1,UNKNOWN
JIZWEW_clean,[Al];[O],[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-];[O][C]([C]1[C][C][C]([C][C]1)C(=O)[O-])[O],rna
JIZWIA_clean,[Al];[O],[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],rna
JIZWOG_clean,[Al];[O],[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-];[O][C]([C]1[C][C][C]([C][C]1)C(=O)[O-])[O],rna
JOCLOD_clean,[Co],c1ccc(cn1)c1cccnc1,dia
JOCPIB_clean,[Cu],FC1=CN=[C](=O)N=C1,gis
JOCWIJ_clean,[Cu][OH]([Cu])[Cu],[O-]C(=O)Cn1cnnc1,pcu
JODFOZ_clean,[Co],[O-]C(=O)c1ccc(cc1)C=Cc1ccncc1,dia
JODGEP_clean,[Cu];[Er],[O-]C(=O)C(=O)[O-];[O-]C(=O)C1=NN=C([CH]1)C(=O)[O-];[O-]C(=O)C1=N[N]C(=C1)C(=O)[O-],ERROR
JOFGOC_clean,[Cd],[O-]C(=O)c1ccc(cc1)NCc1cccnc1,lvt
JOFKIA01_clean,[Cu],NC1=NC(=N[N]1)C(=O)[O-];[O-]C(=O)C1=NN=C([N]1)N,nbo-a
JOFKIA_clean,[Cu],NC1=NC(=N[N]1)C(=O)[O-];[O-]C(=O)C1=NC(=N[N]1)N;[O-]C(=O)C1=[N]=C(N=N1)N,nbo-a
JOGBIR_clean,,,NA
JOGHEU_clean,[Ni],[O-]C=O;n1ccc(cc1)c1ccncc1,cds
JOGHIY_clean,[Co],[O-]C=O;n1ccc(cc1)c1ccncc1,cds
JOGSAA_clean,[Ni],N1=CC=C(C=[C]1)C1=CC=N[C]=C1;N1=[C]C=C(C=C1)C1=C[C]=NC=C1;[O-]C(=O)C(=O)[O-];n1ccc(cc1)c1ccncc1,ERROR
JOHFIW_manual,[Y],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],rnb
JOJLOK_clean,[Th],[O-]C(=O)c1ncccc1C(=O)[O-],ERROR
JOKWOV_clean,[Zn],[O]P(=O)(O)[O];[O]P(=O)([O])O;[O]P(=O)([O])[O],UNKNOWN
JOKXAI10_clean,[Cd];[Ni],[C]#N,ptt
JOKXAI_clean,[Cd];[Ni],[C]#N,ptt
JOKXEM10_clean,[Cd];[Ni],[C]#N,ptt
JOKXEM_clean,[Cd];[Ni],[C]#N,ptt
JOKXOW10_clean,[Cd];[Ni],[C]#N,ptt
JOKXOW_clean,[Cd];[Ni],[C]#N,ptt
JOKXUC10_clean,[Cd];[Ni],[C]#N,ptt
JOKXUC_clean,[Cd];[Ni],[C]#N,ptt
JOKYAJ10_clean,[C][Ni];[Cd];[Ni],[C]#N,pti
JOKYAJ_clean,[Cd];[Ni],[C]#N,pti
JOKYEN_clean,[Cd];[Ni],[C]#N,pti
JOKYIR10_clean,[Cd];[Ni],[C]#N,pti
JOKYIR_clean,[Cd];[Ni],[C]#N,pti
JOKYOX10_clean,[Cd];[Ni],[C]#N,pti
JOKYOX_clean,[Cd];[Ni],[C]#N,pti
JONKEE_clean,[Cu],n1ncn(c1)n1cnnc1,TIMEOUT
JOPWUI_clean,[Cd],[O-]C(=O)c1cccc(c1)OCC(COc1cccc(c1)C(=O)[O-])(COc1cccc(c1)C(=O)[O-])COc1cccc(c1)C(=O)[O-],toc
JOQSOZ_clean,*,,NA
JOQZUM_clean,[Mn];[Mo],[C]#N,ERROR
JORBAV_clean,[Mn];[W],[C]#N,ERROR
JORLEJ_clean,[Cd],[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-];n1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,ERROR
JORRAL_clean,[Cd],[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-];c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,sra
JORSEQ_clean,[Cd],NC1=[N]=C(N=N1)N;[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-],ERROR
JORVET_clean,[Zn],NC1=NN=C([N]1)[NH3];NC1=N[N]C(=N1)N;NC1=N[N]C(=N1)[NH3];NC1=[N]=C(N=N1)N;NC1=[N]=C(N=N1)[NH3];[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-],ERROR
JOSNAG01_clean,[La],[O-]C(=O)CCCCC(=O)[O-],ERROR
JOSNAG_clean,[La],[O-]C(=O)CCCCC(=O)[O-],ERROR
JOSQEN_clean,[Cd],C1N2CN3CN1CN(C2)C3;N#C[C](C#N)C#N,UNKNOWN
JOSTIU_clean,[Nd],[O-]C(=O)C1=[C][C]=[C]C(=N1)C(=O)[O-],UNKNOWN
JOTHOP_clean,[Sn],[O]P(=O)([O])[O],UNKNOWN
JOVDON_clean,O[Ce],O=C1C(=O)C(=O)C1=O;[O-]C(=O)C(=O)[O-],UNKNOWN
JOVROD_clean,,,NA
JOVWOI_clean,[Al];[Fe],[O]P(=O)([O])[O],UNKNOWN
JOVXEZ_clean,[Cu],[O-]C(=O)C(=O)[O-];n1ccc(cc1)c1ccncc1,ERROR
JOVYAW_clean,[Zn],[O-]C(=O)c1cc(C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],UNKNOWN,kgd
JOWFOQ_clean,O[Cu]O;[Cu],C1=N[N]C=N1;[N]1=CN=NC=1,ERROR
JOXPIX_clean,[Ag];[Gd];[OH2][Gd],[O-]C(=O)c1nccnc1C(=O)[O-],ERROR
JOYKUF_clean,*,,NA
jp102463p_si_002_clean,[Cr];[O],[O-]C(=O)c1ccc(cc1)C(=O)[O-],rna
jp102463p_si_004_clean,[Cr];[O],[O-]C(=O)c1ccc(cc1)C(=O)[O-],rna
jp2064408_si_002_clean,[Zn][Zn],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],tbo
jp209895d_si_002_clean,[Zn],[O-]C(=O)c1ccc(cc1)CN1CCN(CCN(CC1)Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-],pem
JUBXIP_clean,*,,NA
JUCGUL_clean,[Zn][Zn],[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-];n1ccc(cc1)C=Cc1ccc(cc1)C=Cc1ccncc1,UNKNOWN
JUCXEK_clean,[Np]1O[Np]O[Np]O1,[O-]C(=O)C(=O)[O-],ERROR
JUFBIX_clean,[Co][Co],[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-];c1ncn(c1)c1ccc2c(c1)c1cc(ccc1o2)n1cncc1,pcu
JUFREJ_clean,[Gd],[O-]C(=O)c1ncnc(c1)C(=O)[O-],UNKNOWN
JUFZER_clean,[Cd],[O-]C(=O)C(=O)[O-];[O-]C(=O)c1cc(ccc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-],ERROR
JUGLAA_clean,[Cd],C(Cc1ccncc1)Cc1ccncc1;[O-]C(=O)c1c(C)c2n(c1C)[B](F)(F)n1c([C]2c2ccccc2)c(C)c(c1C)C(=O)[O-],ERROR
JUJMOS_clean,[Zn][O]([Zn])([Zn])[Zn],CN(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],pcu
JUJTAL_clean,[Co],O=C(c1ccc2c(c1)ccc(c2)C(=O)Nc1cccnc1)Nc1cccnc1;[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],sql
JUJZEV_clean,[Co],[O-]C(=O)c1cc(c(cc1C(=O)[O-])C(=O)[O-])P(=O)([O])[O];c1cc(cc(c1)Cn1cncc1)Cn1cncc1,UNKNOWN
JUJZIZ_clean,[Co],[O-]C(=O)c1cc(c(cc1C(=O)[O-])C(=O)[O-])P(=O)([O])[O];c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,frl,UNKNOWN
JUKKIL_clean,[Nd],[O-]C(=O)C(=O)[O-];[O-]C(=O)CCC(=O)[O-],ERROR
JUKNUA_clean,[Cu];[Na]1[O]2[O]1[Na]2;[OH];[O];[W],[O]P(=O)([O])[O];c1ccc(nc1)C1=NN=C([N]1)C1=N[CH]N2N1[Cu][OH][Cu]2;c1ccc(nc1)[C]1N[N]C(=N1)C1=[N]=CN=N1;c1ccc(nc1)c1[nH]nc(n1)C1=NN=C[N]1,ERROR
JUMCOL_clean,[O];[V],[O-]C(=O)c1ccc(cc1)C(=O)[O-],rna
JUMCUR_clean,[O];[V],[O-]C(=O)c1ccc(cc1)C(=O)[O-],rna
JUMDAY_clean,[O];[V],[O-]C(=O)c1ccc(cc1)C(=O)[O-],rna
JUMDEC_clean,[O];[V],[O-]C(=O)c1ccc(cc1)C(=O)[O-],rna
JUNBOL_clean,[Cd],OC(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-];[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN,sql
JUNBUR_clean,[Cd],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],rtl
JUPBUT_clean,[Pr],[O-]C(=O)C1=[C][C]N([C]=[C]1)[C]C1=[C]C(=[C]C(=[C]1)C(=O)[O-])C(=O)[O-],UNKNOWN
JUPFOP_charged,[Ag];[Ag][Ag],C1N2CN3CN1CN(C2)C3,mog
JUPNAL_clean,[Co];[Sr],[O-]C(=O)c1ccnc(c1)C(=O)[O-],UNKNOWN
JUQTOG_clean,[Co],[O-]C(=O)C1=CN=C[N]1;[O-]C(=O)[C]1C=NC=N1,UNKNOWN
JUQVAU_clean,[Co],[O-]C(=O)C1=CN=C[N]1;[O-]C(=O)[C]1C=NC=N1,UNKNOWN
JURKIS_clean,[Mn],[O-]C(=O)COc1cc(C)c(c(c1)C)c1cc(c2c(C)cc(cc2C)OCC(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1c(C)cc(cc1C)OCC(=O)[O-])c1c(C)cc(cc1C)OCC(=O)[O-],scu
JUSBAC_clean,[Cd],C1=CC2=NN=N[C]2C=C1;[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-];c1ccc2c(c1)N=N[N]2,UNKNOWN
JUSHAI_clean,[Co],ON1[CH]C=C(C=C1)C1=C[CH]N(C=C1)O;[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
JUSHIQ_clean,[Ni],ON1[CH]C=C(C=C1)C1=C[CH]N(C=C1)O;[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
JUSKAL_clean,[Ba],COc1cc2c(c3cc(cc(c3)C(=O)O)C(=O)[O-])c3cc(OC)c(cc3c(c2cc1OC)c1cc(cc(c1)C(=O)O)C(=O)[O-])OC,UNKNOWN
JUTCIM_clean,[Cu][Cu],[O-]C(=O)c1cc(N(=O)=O)c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])N(=O)=O,nbo
JUTCUW_SL,[Cd],[C]#[C],dia
JUVROJ_clean,[Cd],[O-]C(=O)c1cc(OCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],kgd
JUVWUU_clean,[Mn],[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],dmd
JUWBIO_clean,[Zn],[N]1=CN=NC=1;[O-]C(=O)C(=O)[O-],ERROR
JUXFOZ_clean,[Zn],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1c(C)c(C)c(c(c1C)C)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],pts,tfi
JUXZOT_clean,[Cd],[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-],pts
JUYJIY_clean,[Cd],[O-]C(=O)c1ccc(cc1c1ccc(cc1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],pts,UNKNOWN
JUYROM_clean,[Zn],Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-];n1ccc(cc1)c1ccncc1,ERROR
jz4002345_si_005_clean,[O]12[Ti]34[OH]5[Ti]62[OH]2[Ti]71[OH]4[Ti]14[O]3[Ti]35[O]6[Ti]2([O]71)[OH]43,[O-]C(=O)c1ccc(cc1)C(=O)[O-],fcu
KABNIL_clean,[Cu];[Cu][Cu],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],UNKNOWN
KABXAO_clean,[Cu];[O];[W],[O-]C(=O)c1cnccn1,ERROR
KABXES_clean,[Sm][Sm],[O-]C(=O)c1cc(cc(c1)N(=O)=O)C(=O)[O-],pcu
KABXIW_clean,[Pr][Pr],[O-]C(=O)c1cc(cc(c1)N(=O)=O)C(=O)[O-],pcu
KACZEV_clean,[In][O]([In])[In],[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1)C(=O)[O-],lvt
KACZIZ_clean,[In][O]([In])[In],[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1)C(=O)[O-],lvt
KADLOT_clean,I[Cu][Cu]I;[Cu][Cu],[O-]C(=O)c1ccc(cc1)C1=C[N]C=N[CH]1;[O-]C(=O)c1ccc(cc1)c1cncnc1,UNKNOWN
KADLUZ_clean,I[Cu][Cu]I;[Cu][Cu],[O-]C(=O)c1ccc(cc1)c1cncnc1,UNKNOWN
KAFTUI_clean,[Zn][O]1[Zn][O]([Zn]1)[Zn],[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],pcu
KAFYAT_clean,[Zn][OH]([Zn][OH]([Zn])[Zn])[Zn],[O-]C(=O)c1cc(Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],sql
KAGCAY_charged,[Cu][O]([Cu])[Cu],[O-]C(=O)C1=CN=N[CH]1;[O-]C(=O)C1=C[N]N=C1;[O-]C(=O)[C]1C=NN=C1,UNKNOWN
KAGVUL_clean,[U],[O]S(=O)(=O)[O],UNKNOWN
KAGWEW_clean,[U],[O]S(=O)(=O)[O],ERROR
KAHKUB01_clean,,,NA
KAHKUB02_clean,,,NA
KAHKUB_clean,,,NA
KAHMOW_clean,[Zn],[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],UNKNOWN
KAHNOX_clean,[Cu];[Cu][Cu],[C]#N,ERROR
KAHPUE_clean,[Cd];[Ni],[C]#N;[N][C][C][C][C]=[C][C][C][C][N],fsc
KAHYEY_clean,[Mn],[O-]C(=O)C(=O)[O-];[O]P(=O)([O])[O],ERROR
KAHYID_clean,[Gd],[O-]C(=O)c1cccc(n1)C(=O)[O-],UNKNOWN
KAHYUP_clean,[Dy],[O-]C(=O)c1cccc(n1)C(=O)[O-],UNKNOWN
KAJZIH_clean,[Cu]1[Cu][Cu][Cu]1;[Cu][Cu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],mtf
KAKBUW_clean,[Ca],[N][C][O];[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],ERROR
KAKCEH01_clean,[Ba],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],UNKNOWN
KAKCEH02_clean,[Ba],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],UNKNOWN
KAKCEH_clean,[Ba],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],UNKNOWN
KALFEK_clean,[Ni][OH2][Ni],[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,UNKNOWN
KALFOU_clean,[Ni][OH2][Ni],[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,UNKNOWN
KALGAH_clean,[Ni]O[Ni],[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,UNKNOWN
KALGEL_clean,[Ni][OH2][Ni],[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,UNKNOWN
KANDAG_clean,[Zn][Zn],Fc1c(F)c(ccc1c1ccncc1)c1ccncc1;[O-]C(=O)c1ccc(cc1)C(=O)[O-],pcu
KANDIO_clean,[Zn][Zn],Fc1c(F)c(ccc1c1ccncc1)c1ccncc1;[O-]C(=O)c1ccc(cc1)C(=O)[O-],pcu
KANMIX_clean,[Cu][Cu],[O-]C(=O)c1cncc(c1)C(=O)[O-],UNKNOWN
KAPGUE_clean,[La],[O-]C(=O)C#CC(=O)[O-],ERROR
KAPHAL_clean,[Ce],[O-]C(=O)C#CC(=O)[O-],ERROR
KAPHOB_clean,[Mn],[C]#N;n1ccc(cc1)c1ccncc1,UNKNOWN
KAPHOZ_ion_b,[K];[Zn],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],UNKNOWN
KAPHUH_clean,[Mn],[C]#N;n1ccc(cc1)c1ccncc1,UNKNOWN
KARLUM_clean,[Ni][O]([Ni])[Ni],[O-]C(=O)c1ccc(cc1)c1ccncc1;[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],ncb
KARNAU_clean,[Ni][O]([Ni])[Ni],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccncc1;[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],ncb
KARNID_clean,[Cu][Cu],O=C(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-];[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])([O])[O],UNKNOWN
KARTAA_clean,[Sm],[O]S(=O)(=O)[O],ERROR
KASHUK_clean,[Np];[O],[O-]C(=O)c1c(C(=O)[O-])c(C(=O)[O-])c(c(c1C(=O)[O-])C(=O)[O-])C(=O)[O-],UNKNOWN
KASPOL_clean,[Cu],COP(=O)(c1ccc(cc1)P(=O)(OC)[O])[O],pts,dmd
KASRAZ_clean,[Cd],[O-]C(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],rtl,tty
KASRED_clean,[Cd],[O-]C(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],scu,tty
KATDAM_clean,[Cd],O=c1ccn(cc1)c1cccc(c1C(=O)[O-])C(=O)[O-];c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,uni
KAVGAQ_clean,[Co],[O-]C(=O)C1=C([N]C=N1)C(=O)[O-];n1ccc(cc1)c1ccncc1,UNKNOWN
KAVJAT_charged,[Pr],[O-]C(=O)C1=C[C]=C(C(=[C]1)[N])C(=O)[O-];[O-]C(=O)C1=[C]C(=C([C]=C1)C(=O)[O-])[N],ERROR
KAVJEX01_clean,[Nd],[O-]C(=O)c1ccc(c(c1)[N])C(=O)[O-],ERROR
KAVJEX_clean,[Nd],[O-]C(=O)c1cc(N)c(c(c1N)N)C(=O)[O-],ERROR
KAVKIC_clean,[Dy],[O-]C(=O)C1=C([N]C=N1)C(=O)[O-];[O-]C(=O)C1=NC=N[C]1C(=O)[O-],UNKNOWN
KAVLID_clean,[Ni],[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-];n1ccc(cc1)c1ccncc1,ERROR
KAVNIH_clean,[Co],[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-];c1ncn(c1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,gra
KAVTEI_clean,[Cd],C(Cc1ccncc1)Cc1ccncc1;[O-]C(=O)c1ccc(cc1)C(=O)[O-],ERROR
KAVTUY_clean,[Cu],[O]P(=O)(Cc1cc(cc(c1)CP(=O)([O])[O])CP(=O)([O])[O])[O],UNKNOWN
KAWBOB_clean,[Mn];[Mn][OH2][Mn],[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-],UNKNOWN
KAWHEY_clean,[Zn];[Zn]O[Zn],[O-]C(=O)c1ccc(cc1)n1nnc(c1)c1cc(cc(c1)c1nnn(c1)c1ccc(cc1)C(=O)[O-])c1nnn(c1)c1ccc(cc1)C(=O)[O-],ERROR
KAXFUM_clean,[OH2][Ba],O=C1NC=NC(=O)[CH]1,sql
KAXQIL_clean,[Ca],[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-],UNKNOWN
KAXZUG_clean,Cl[Cd];[Cd],Cc1c(CN2[N]C=N[CH]2)c(C)c(c(c1Cn1ncnc1)C)Cn1ncnc1;[O-]C(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-],UNKNOWN
KAYBIX_clean,[Ca],[O-]C(=O)c1ccc(cn1)C(=O)[O-],UNKNOWN
KAYBUJ_clean,[Ca],[O-]C(=O)c1ccnc(c1)C(=O)[O-],UNKNOWN
KAYCIY_clean,[Ca],[O-]C(=O)c1cncc(c1)C(=O)[O-],UNKNOWN
KECRAL11_clean,O1O[Cd]21OO2;[Cd],[C]#N,ERROR
KECRAL12_clean,[Cd],[C]#N;[C]#[C],fsc
KEDJAG01_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG02_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG03_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG04_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG06_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG08_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG10_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG12_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG14_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG16_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG18_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG20_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG22_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG24_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG26_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG28_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDJAG_clean,[Cu],[O-]C(=O)C(=O)[O-],ERROR
KEDNOY_clean,[Ag];[Al],N#C[C](C(=O)C)C(=O)C,srs
KEDQAN_clean,[Zn][OH][Zn],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],UNKNOWN
KEFBEE_clean,[Zn][Zn],[O-]C(=O)c1cc(C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],nbo,fof
KEFBII_clean,[Zn][Zn],[O-]C(=O)c1cc(C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],hyw,hyx
